source_url,page_label,page_summary,reported_total,Date,Name,Rank,Nationality,Branch,Age,Country,Province,Where,Cause,State,City
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/16/2005,"Hendrix, Jason R.",Staff Sergeant,United States,U.S. Army,28,Iraq,Anbar,Ramadi,Hostile - hostile fire - explosion,California,Freedom
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/16/2005,"Pusateri, Christopher M.",Sergeant,United States,U.S. Army,21,Iraq,Ninewa,Mosul,Hostile - hostile fire - small arms fire,New York,Corning
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/15/2005,"Arciola, Michael A.",Private 1st Class,United States,U.S. Army,20,Iraq,Anbar,Ramadi,Hostile - hostile fire - small arms fire,New York,Elmsford
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/14/2005,"Salie, David J.",Sergeant 1st Class,United States,U.S. Army,34,Iraq,Diyala,Ba'qubah (near),Hostile - hostile fire - IED attack,Georgia,Columbus
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/13/2005,"Rangel, Ray",Staff Sergeant,United States,U.S. Air Force,29,Iraq,Salah ad Din,Balad (near),Non-hostile - vehicle accident (drowning),Texas,San Antonio
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/13/2005,"Lake, Chad W.",Sergeant,United States,U.S. Army,26,Iraq,Salah ad Din,Balad (near),Non-hostile - vehicle accident (drowning),Florida,Ocala
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/13/2005,"Knox Jr., Rene",Sergeant,United States,U.S. Army,22,Iraq,Salah ad Din,Balad (near),Non-hostile - vehicle accident (drowning),Louisiana,New Orleans
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/13/2005,"Gooding, Dakotah L.",Sergeant,United States,U.S. Army,21,Iraq,Salah ad Din,Balad (near),Non-hostile - vehicle accident (drowning),Iowa,Des Moines
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/13/2005,"Brangman, David J.",Private 1st Class,United States,U.S. Army,20,Iraq,Salah ad Din,"Patrol Base Uvanni, Samarra",Hostile - hostile fire - mortar attack,Florida,Lake Worth
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/11/2005,"Shepherd, Kristopher L.",Staff Sergeant,United States,U.S. Army,26,Iraq,Baghdad,Baghdad (western part),Hostile - hostile fire - IED attack,Virginia,Lynchburg
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/11/2005,"McNail, Robert A.",Sergeant,United States,U.S. Army National Guard,30,Iraq,Babil,Iskandariyah,Non-hostile - vehicle accident,Mississippi,Meridian
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/10/2005,"Robbins, William T.",Staff Sergeant,United States,U.S. Army National Guard,31,Iraq,Salah ad Din,Taji (Northwest of Baghdad),Non-hostile - homicide,Arkansas,North Little Rock
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/10/2005,"Perez Jr., Richard A.",Lance Corporal,United States,U.S. Marine Reserve,19,Iraq,Anbar,Ramadi (near),Non-hostile - vehicle accident,Nevada,Las Vegas
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/9/2005,"Housby, Jessica M.",Sergeant,United States,U.S. Army National Guard,23,Iraq,Salah ad Din,Balad (near),Hostile - hostile fire - IED attack,Illinois,Rock Island
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/8/2005,"Henthorn, Jeffrey S.",Specialist,United States,U.S. Army,25,Iraq,Salah ad Din,"LSA Anaconda, Balad",Non-hostile - weapon discharge (suicide),Oklahoma,Choctaw
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/6/2005,"Serednytskij, Roman",Colonel,Ukraine,Ukrainian Army,42,Iraq,Baghdad,Baghdad,Non-hostile - illness - heart attack,Unknown,Kiev
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/6/2005,"Wobler, Zachary Ryan",Staff Sergeant,United States,U.S. Army,24,Iraq,Ninewa,Mosul,Hostile - hostile fire - small arms fire,Ohio,Ottawa
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/6/2005,"Allmon, Jeremy O.",Specialist,United States,U.S. Army,22,Iraq,Salah ad Din,Taji (Northwest of Baghdad),Hostile - hostile fire - IED attack,Texas,Cleburne
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/5/2005,"Wichlacz, Travis M.",Lance Corporal,United States,U.S. Marine Reserve,22,Iraq,Babil,Babil Province (northern part),Hostile - hostile fire,Wisconsin,West Bend
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/4/2005,"Torres, Daniel",Sergeant,United States,U.S. Army,23,Iraq,Salah ad Din,Bayji (near),Hostile - hostile fire - IED attack,Texas,Fort Worth
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/4/2005,"Bayow, Steven G.",Staff Sergeant,United States,U.S. Army,42,Iraq,Salah ad Din,Bayji (near),Hostile - hostile fire - IED attack,Unknown,Colonia Yap
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/3/2005,"Clifton, Richard C.",Lance Corporal,United States,U.S. Marine,19,Iraq,Anbar,Ramadi,Hostile - hostile fire,Delaware,Milford
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/3/2005,"Cooley, Sean Michael",Sergeant 1st Class,United States,U.S. Army National Guard,35,Iraq,Babil,Babil Province (northern part),Hostile - hostile fire - IED attack,Mississippi,Ocean Springs
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/3/2005,"Sherman, Stephen R.",Sergeant,United States,U.S. Army,27,Iraq,Ninewa,Mosul (south of),Hostile - hostile fire - IED attack,New Jersey,Neptune
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/2/2005,"Maher, Sean P.",Lance Corporal,United States,U.S. Marine,19,Iraq,Anbar,Fallujah (near),Hostile - hostile fire,Illinois,Grayslake
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/2/2005,"Brock, Sean Lee",Captain,United States,U.S. Marine,29,Iraq,Anbar,Ramadi,Hostile - hostile fire,California,Redondo Beach
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,2/1/2005,"Hendrickson, Robert T.",Specialist,United States,U.S. Army,24,Iraq,Baghdad,Baghdad,Non-hostile - vehicle accident,Oklahoma,Broken Bow
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/31/2005,"Swain IV, Harry R.",Lance Corporal,United States,U.S. Marine,21,Iraq,Babil,Babil Province (northern part),Hostile - hostile fire - IED attack,New Jersey,Cumberland
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/31/2005,"Redifer, Jason C.",Lance Corporal,United States,U.S. Marine,19,Iraq,Babil,Babil Province (northern part),Hostile - hostile fire - IED attack,Virginia,Stuarts Draft
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/31/2005,"Zimny, Christopher E.",Corporal,United States,U.S. Marine,27,Iraq,Babil,Babil Province (northern part),Hostile - hostile fire - IED attack,Illinois,Cook
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/31/2005,"Warren, Mark C.",Sergeant 1st Class,United States,U.S. Army National Guard,44,Iraq,Kirkuk,Kirkuk Air Base,Non-hostile - unspecified cause,Oregon,La Grande
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"Pardoel, Paul Martin",Flight Lieutenant,United Kingdom,British Royal Air Force,35,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,"Ballarat, Victoria State"
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"Marshall, Patrick Brian",Squadron Leader,United Kingdom,British Royal Air Force,39,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,Not reported yet
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"Stead, David Kevin",Flight Lieutenant,United Kingdom,British Royal Air Force,35,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,Burley-in-Wharfedale
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"Smith, Andrew Paul",Flight Lieutenant,United Kingdom,British Royal Air Force,25,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,Cleethorpes
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"Nicholson, Gary",Master Engineer,United Kingdom,British Royal Air Force,42,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,Hull
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"Brown, Richard Antony",Chief Technician,United Kingdom,British Royal Air Force,40,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,Brixham
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"Gibson, Mark",Flight Sergeant,United Kingdom,British Royal Air Force,34,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,"Cardiff, Pembrokeshire"
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"O Connor, Robert Michael",Sergeant,United Kingdom,British Royal Air Force,38,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,Unknown
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"Williams, David Edward",Corporal,United Kingdom,British Royal Air Force,37,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,Not reported yet
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,1/30/2005,"Jones, Steven",Acting Lance Corporal,United Kingdom,British Army,25,Iraq,Baghdad,Baghdad (30 km Northwest of,Hostile - transport plane crash,Unknown,Fareham
