name_primary,artist_id,country_relevance_score,is_country_core,is_country_broad,source_seed,norm_name,hot_country_number_one,hot_country_number_one_matched_name,country_hall_of_fame,country_hall_of_fame_matched_name,billboard_best_country_singers,billboard_best_country_singers_matched_name,in_any_reference_list,reference_list_count,reference_list_hits
Johnny Darrell,artist_000425,1.0,1.0,1.0,Category:American country singer-songwriters,johnny darrell,False,,False,,False,,False,0,
Johnny Dollar,artist_000426,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,johnny dollar,False,,False,,False,,False,0,
Joni Harms,artist_000427,1.0,1.0,1.0,Category:American country singer-songwriters,joni harms,False,,False,,False,,False,0,
Julie Reeves,artist_000428,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,julie reeves,False,,False,,False,,False,0,
Justin McBride,artist_000429,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,justin mcbride,False,,False,,False,,False,0,
Red Perkins,artist_000430,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,red perkins,False,,False,,False,,False,0,
Rattlesnake Annie,artist_000431,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,rattlesnake annie,False,,False,,False,,False,0,
Lane Brody,artist_000432,1.0,1.0,1.0,Category:American country singer-songwriters,lane brody,False,,False,,False,,False,0,
Marcus Hummon,artist_000433,1.0,1.0,1.0,Category:American country singer-songwriters,marcus hummon,False,,False,,False,,False,0,
Matt King (singer),artist_000434,1.0,1.0,1.0,Category:American country singer-songwriters,matt king,False,,False,,False,,False,0,
Peggy Sue (singer),artist_000435,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,peggy sue,False,,False,,False,,False,0,
Phil Baugh,artist_000436,1.0,1.0,1.0,Category:American country singer-songwriters,phil baugh,False,,False,,False,,False,0,
John Carter Cash,artist_000437,1.0,1.0,1.0,Category:American country singer-songwriters,john carter cash,False,,False,,False,,False,0,
Wade Hayes,artist_000438,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,wade hayes,False,,False,,False,,False,0,
Leon Payne,artist_000439,1.0,1.0,1.0,Category:American country singer-songwriters,leon payne,False,,False,,False,,False,0,
Ira Louvin,artist_000440,1.0,1.0,1.0,Category:American country singer-songwriters,ira louvin,False,,False,,False,,False,0,
Martha Carson,artist_000441,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,martha carson,False,,False,,False,,False,0,
Little Texas,artist_000442,1.0,1.0,1.0,Category:American country singer-songwriters,little texas,False,,False,,False,,False,0,
Chancey Williams and the Younger Brothers Band,artist_000443,1.0,1.0,1.0,Category:American country singer-songwriters,chancey williams and younger brothers band,False,,False,,False,,False,0,
Aaron Benward,artist_000444,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,aaron benward,False,,False,,False,,False,0,
Blue Mountain,artist_000445,1.0,1.0,1.0,Category:American country singer-songwriters,blue mountain,False,,False,,False,,False,0,
Bobby Mackey,artist_000446,1.0,1.0,1.0,Category:American country singer-songwriters,bobby mackey,False,,False,,False,,False,0,
Rebecca Lynn Howard,artist_000447,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,rebecca lynn howard,False,,False,,False,,False,0,
Gary Stites,artist_000448,1.0,1.0,1.0,Category:American country singer-songwriters,gary stites,False,,False,,False,,False,0,
Jason Whitehorn,artist_000449,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,jason whitehorn,False,,False,,False,,False,0,
Joanna Smith,artist_000450,1.0,1.0,1.0,Category:American country singer-songwriters,joanna smith,False,,False,,False,,False,0,
Joe Waters,artist_000451,1.0,1.0,1.0,Category:American country singer-songwriters,joe waters,False,,False,,False,,False,0,
Johnny Seay,artist_000452,1.0,1.0,1.0,Category:American country singer-songwriters,johnny seay,False,,False,,False,,False,0,
Kenny Edwards,artist_000453,1.0,1.0,1.0,Category:American country singer-songwriters,kenny edwards,False,,False,,False,,False,0,
Benjamin Tod,artist_000454,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,benjamin tod,False,,False,,False,,False,0,
Neil Thrasher,artist_000455,1.0,1.0,1.0,Category:American country singer-songwriters,neil thrasher,False,,False,,False,,False,0,
Shawn Camp (singer),artist_000456,1.0,1.0,1.0,Category:American country singer-songwriters,shawn camp,False,,False,,False,,False,0,
Buell Kazee,artist_000457,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,buell kazee,False,,False,,False,,False,0,
Butch Hancock,artist_000458,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,butch hancock,False,,False,,False,,False,0,
C. W. McCall,artist_000459,0.95,1.0,1.0,Category:American country singer-songwriters,c w mccall,False,,False,,False,,False,0,
Caitlin Cary,artist_000460,0.95,1.0,1.0,Category:American country singer-songwriters,caitlin cary,False,,False,,False,,False,0,
Cal Smith,artist_000461,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,cal smith,False,,False,,False,,False,0,
Emily West,artist_000462,0.95,1.0,1.0,Category:American country singer-songwriters,emily west,False,,False,,False,,False,0,
Lori Carson,artist_000463,0.95,1.0,1.0,Category:American country singer-songwriters,lori carson,False,,False,,False,,False,0,
Carl T. Sprague,artist_000465,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,carl t sprague,False,,False,,False,,False,0,
Hunter Hayes,artist_000466,0.95,1.0,1.0,Category:American country singer-songwriters,hunter hayes,False,,False,,False,,False,0,
Chalee Tennison,artist_000468,0.95,1.0,1.0,Category:American country singer-songwriters,chalee tennison,False,,False,,False,,False,0,
Charlie Feathers,artist_000470,0.95,1.0,1.0,Category:American country singer-songwriters,charlie feathers,False,,False,,False,,False,0,
Charlie Poole,artist_000471,0.95,1.0,1.0,Category:American country singer-songwriters,charlie poole,False,,False,,False,,False,0,
Chris Cagle,artist_000472,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,chris cagle,False,,False,,False,,False,0,
Adeem the Artist,artist_000473,0.95,1.0,1.0,Category:American country singer-songwriters,adeem artist,False,,False,,False,,False,0,
Clay Blaker,artist_000474,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,clay blaker,False,,False,,False,,False,0,
Cledus T. Judd,artist_000475,0.95,1.0,1.0,Category:American country singer-songwriters,cledus t judd,False,,False,,False,,False,0,
Clint Walker,artist_000477,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,clint walker,False,,False,,False,,False,0,
Nate Smith,artist_000478,0.95,1.0,1.0,Category:American country singer-songwriters,nate smith,False,,False,,False,,False,0,
Collin Raye,artist_000479,0.95,1.0,1.0,Category:American country singer-songwriters,collin raye,False,,False,,False,,False,0,
Brittney Spencer,artist_000480,0.95,1.0,1.0,Category:American country singer-songwriters,brittney spencer,False,,False,,False,,False,0,
David Nail,artist_000481,0.95,1.0,1.0,Category:American country singer-songwriters,david nail,False,,False,,False,,False,0,
Colt Ford,artist_000482,0.95,1.0,1.0,Category:American country singer-songwriters,colt ford,False,,False,,False,,False,0,
Craig Morgan,artist_000483,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,craig morgan,False,,False,,False,,False,0,
Lee Clayton,artist_000484,0.95,1.0,1.0,Category:American country singer-songwriters,lee clayton,False,,False,,False,,False,0,
Dale Watson,artist_000485,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,dale watson,False,,False,,False,,False,0,
Dallas Frazier,artist_000486,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,dallas frazier,False,,False,,False,,False,0,
Darrell McCall,artist_000487,0.95,1.0,1.0,Category:American country singer-songwriters,darrell mccall,False,,False,,False,,False,0,
Darryl Worley,artist_000488,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,darryl worley,False,,False,,False,,False,0,
Jake Herring,artist_000489,0.95,1.0,1.0,Category:American country singer-songwriters,jake herring,False,,False,,False,,False,0,
David Houston,artist_000490,0.95,1.0,1.0,Category:American country singer-songwriters,david houston,False,,False,,False,,False,0,
David Lee Murphy,artist_000491,0.95,1.0,1.0,Category:American country singer-songwriters,david lee murphy,False,,False,,False,,False,0,
David Miller,artist_000492,0.95,1.0,1.0,Category:American country singer-songwriters,david miller,False,,False,,False,,False,0,
Del Reeves,artist_000494,0.95,1.0,1.0,Category:American country singer-songwriters,del reeves,False,,False,,False,,False,0,
Kree Harrison,artist_000495,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,kree harrison,False,,False,,False,,False,0,
Ivory Joe Hunter,artist_000496,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,ivory joe hunter,False,,False,,False,,False,0,
John Michael Montgomery,artist_000497,0.95,1.0,1.0,Category:American country singers|Category:Country musicians from Kentucky,john michael montgomery,False,,False,,False,,False,0,
Kevin Costner,artist_000498,0.95,1.0,1.0,Category:American country singer-songwriters,kevin costner,False,,False,,False,,False,0,
Ashley Cooke,artist_000499,0.95,1.0,1.0,Category:American country singer-songwriters,ashley cooke,False,,False,,False,,False,0,
Don Bowman,artist_000501,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,don bowman,False,,False,,False,,False,0,
Don Edwards,artist_000502,0.95,1.0,1.0,Category:American country singer-songwriters,don edwards,False,,False,,False,,False,0,
Don King,artist_000504,0.95,1.0,1.0,Category:American country singer-songwriters,don king,False,,False,,False,,False,0,
Don Walser,artist_000505,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,don walser,False,,False,,False,,False,0,
Terri Gibbs,artist_000506,0.95,1.0,1.0,Category:American country singer-songwriters,terri gibbs,False,,False,,False,,False,0,
Skylar Laine,artist_000507,0.95,1.0,1.0,Category:American country singer-songwriters,skylar laine,False,,False,,False,,False,0,
Dasha,artist_000508,0.95,1.0,1.0,Category:American country singer-songwriters,dasha,False,,False,,False,,False,0,
Doug Bragg,artist_000509,0.95,1.0,1.0,Category:American country singers|Category:Country musicians from Texas,doug bragg,False,,False,,False,,False,0,
Doug Kershaw,artist_000510,0.95,1.0,1.0,Category:American country singer-songwriters,doug kershaw,False,,False,,False,,False,0,
Doug Supernaw,artist_000511,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,doug supernaw,False,,False,,False,,False,0,
Doug Stone,artist_000512,0.95,1.0,1.0,Category:American country singer-songwriters,doug stone,False,,False,,False,,False,0,
Jimmy Bowen,artist_000513,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,jimmy bowen,False,,False,,False,,False,0,
Jeanne Black,artist_000514,0.95,1.0,1.0,Category:American country singer-songwriters,jeanne black,False,,False,,False,,False,0,
Herb Jeffries,artist_000515,0.95,1.0,1.0,Category:American country singer-songwriters,herb jeffries,False,,False,,False,,False,0,
Eck Robertson,artist_000517,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,eck robertson,False,,False,,False,,False,0,
Kinky Friedman,artist_000518,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,kinky friedman,False,,False,,False,,False,0,
Eddie Bond,artist_000519,0.95,1.0,1.0,Category:American country singers|Category:Country musicians from Tennessee,eddie bond,False,,False,,False,,False,0,
Eddie Dean,artist_000520,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,eddie dean,False,,False,,False,,False,0,
Eddie Rabbitt,artist_000521,0.95,1.0,1.0,Category:American country singer-songwriters,eddie rabbitt,False,,False,,False,,False,0,
Emilio Navaira,artist_000522,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,emilio navaira,False,,False,,False,,False,0,
Jean Chapel,artist_000523,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,jean chapel,False,,False,,False,,False,0,
Wendell Hall,artist_000524,0.95,1.0,1.0,Category:American country singer-songwriters,wendell hall,False,,False,,False,,False,0,
Uncle Kracker,artist_000525,0.95,1.0,1.0,Category:American country singer-songwriters,uncle kracker,False,,False,,False,,False,0,
Geoff Muldaur,artist_000526,0.95,1.0,1.0,Category:American country singer-songwriters,geoff muldaur,False,,False,,False,,False,0,
Radney Foster,artist_000527,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,radney foster,False,,False,,False,,False,0,
Avery Anna,artist_000528,0.95,1.0,1.0,Category:American country singer-songwriters,avery anna,False,,False,,False,,False,0,
Flaco Jiménez,artist_000529,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,flaco jimenez,False,,False,,False,,False,0,
Joan Baez,artist_000530,0.95,1.0,1.0,Category:American country singer-songwriters,joan baez,False,,False,,False,,False,0,
Charles Kelley,artist_000531,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,charles kelley,False,,False,,False,,False,0,
Johnny Rebel,artist_000532,0.95,1.0,1.0,Category:American country singer-songwriters,johnny rebel,False,,False,,False,,False,0,
Lester Flatt,artist_000533,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,lester flatt,False,,False,,False,,False,0,
Sheb Wooley,artist_000535,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,sheb wooley,False,,False,,False,,False,0,
Jay Farrar,artist_000536,0.95,1.0,1.0,Category:American country singer-songwriters,jay farrar,False,,False,,False,,False,0,
Vicki Vann,artist_000537,0.95,1.0,1.0,Category:American country singer-songwriters,vicki vann,False,,False,,False,,False,0,
Sheila Andrews,artist_000538,0.95,1.0,1.0,Category:American country singer-songwriters,sheila andrews,False,,False,,False,,False,0,
Kelleigh Bannen,artist_000539,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,kelleigh bannen,False,,False,,False,,False,0,
Linda Davis,artist_000540,0.95,1.0,1.0,Category:American country singer-songwriters|Category:American country singers|Category:Country musicians from Texas,linda davis,False,,False,,False,,False,0,
Mary Sarah,artist_000541,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,mary sarah,False,,False,,False,,False,0,
Ray Sharpe,artist_000543,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,ray sharpe,False,,False,,False,,False,0,
Larry Gatlin,artist_000544,0.95,1.0,1.0,Category:American country singers,larry gatlin,False,,False,,False,,False,0,
Josh Ritter,artist_000545,0.95,1.0,1.0,Category:American country singer-songwriters,josh ritter,False,,False,,False,,False,0,
Martie Maguire,artist_000546,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,martie maguire,False,,False,,False,,False,0,
Kenny Mehler,artist_000547,0.95,1.0,1.0,Category:American country singer-songwriters,kenny mehler,False,,False,,False,,False,0,
Jim Lowe,artist_000548,0.95,1.0,1.0,Category:American country singer-songwriters,jim lowe,False,,False,,False,,False,0,
Laura Cantrell,artist_000549,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,laura cantrell,False,,False,,False,,False,0,
Grey DeLisle,artist_000550,0.95,1.0,1.0,Category:American country singer-songwriters,grey delisle,False,,False,,False,,False,0,
Jimmy Lee Fautheree,artist_000551,0.95,1.0,1.0,Category:American country singer-songwriters,jimmy lee fautheree,False,,False,,False,,False,0,
Jessica Harp,artist_000552,0.95,1.0,1.0,Category:American country singer-songwriters,jessica harp,False,,False,,False,,False,0,
Steve Ripley,artist_000553,0.95,1.0,1.0,Category:American country singers|Category:Country musicians from Oklahoma,steve ripley,False,,False,,False,,False,0,
Al Dexter,artist_000554,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,al dexter,False,,False,,False,,False,0,
Jimmy Murphy,artist_000555,0.95,1.0,1.0,Category:American country singer-songwriters,jimmy murphy,False,,False,,False,,False,0,
Jamie O'Hara,artist_000556,0.95,1.0,1.0,Category:American country singer-songwriters,jamie o hara,False,,False,,False,,False,0,
Tate Stevens,artist_000557,0.95,1.0,1.0,Category:American country singer-songwriters,tate stevens,False,,False,,False,,False,0,
Frank Luther,artist_000558,0.95,1.0,1.0,Category:American country singer-songwriters,frank luther,False,,False,,False,,False,0,
Frankie Miller,artist_000559,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,frankie miller,False,,False,,False,,False,0,
Freddie Hart,artist_000560,0.95,1.0,1.0,Category:American country singer-songwriters,freddie hart,False,,False,,False,,False,0,
Jerrod Niemann,artist_000562,0.95,1.0,1.0,Category:American country singer-songwriters,jerrod niemann,False,,False,,False,,False,0,
Shawn Mullins,artist_000563,0.95,1.0,1.0,Category:American country singer-songwriters,shawn mullins,False,,False,,False,,False,0,
Gail Davies,artist_000564,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,gail davies,False,,False,,False,,False,0,
Gary Baker,artist_000565,0.95,1.0,1.0,Category:American country singer-songwriters,gary baker,False,,False,,False,,False,0,
Gary Stewart,artist_000566,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,gary stewart,False,,False,,False,,False,0,
Hobo Jim,artist_000567,0.95,1.0,1.0,Category:American country singer-songwriters,hobo jim,False,,False,,False,,False,0,
Frankie Ballard,artist_000568,0.95,1.0,1.0,Category:American country singer-songwriters,frankie ballard,False,,False,,False,,False,0,
Brandy Clark,artist_000569,0.95,1.0,1.0,Category:American country singer-songwriters,brandy clark,False,,False,,False,,False,0,
Angaleena Presley,artist_000570,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,angaleena presley,False,,False,,False,,False,0,
Ray Scott,artist_000571,0.95,1.0,1.0,Category:American country singer-songwriters,ray scott,False,,False,,False,,False,0,
Waylon Payne,artist_000572,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,waylon payne,False,,False,,False,,False,0,
Norman Blake,artist_000573,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,norman blake,False,,False,,False,,False,0,
Ray Wylie Hubbard,artist_000574,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,ray wylie hubbard,False,,False,,False,,False,0,
Glenn Barber,artist_000575,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,glenn barber,False,,False,,False,,False,0,
Johnny Horton,artist_000576,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,johnny horton,False,,False,,False,,False,0,
Kenneth Carllile,artist_000578,0.95,1.0,1.0,Category:American country singer-songwriters,kenneth carllile,False,,False,,False,,False,0,
Joy Lynn White,artist_000579,0.95,1.0,1.0,Category:American country singer-songwriters,joy lynn white,False,,False,,False,,False,0,
Gary S. Paxton,artist_000580,0.95,1.0,1.0,Category:American country singer-songwriters,gary s paxton,False,,False,,False,,False,0,
John McEuen,artist_000581,0.95,1.0,1.0,Category:American country singer-songwriters,john mceuen,False,,False,,False,,False,0,
Cory Branan,artist_000582,0.95,1.0,1.0,Category:American country singer-songwriters,cory branan,False,,False,,False,,False,0,
Meredith Edwards,artist_000583,0.95,1.0,1.0,Category:American country singer-songwriters,meredith edwards,False,,False,,False,,False,0,
Shelly West,artist_000585,0.95,1.0,1.0,Category:American country singer-songwriters,shelly west,False,,False,,False,,False,0,
Rachel Potter,artist_000586,0.95,1.0,1.0,Category:American country singer-songwriters,rachel potter,False,,False,,False,,False,0,
Steve Wariner,artist_000587,0.95,1.0,1.0,Category:American country singer-songwriters,steve wariner,False,,False,,False,,False,0,
Hank Locklin,artist_000588,0.95,1.0,1.0,Category:American country singer-songwriters,hank locklin,False,,False,,False,,False,0,
Larry Stewart,artist_000589,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,larry stewart,False,,False,,False,,False,0,
Hardrock Gunter,artist_000590,0.95,1.0,1.0,Category:American country singer-songwriters,hardrock gunter,False,,False,,False,,False,0,
Hawkshaw Hawkins,artist_000592,0.95,1.0,1.0,Category:American country singer-songwriters,hawkshaw hawkins,False,,False,,False,,False,0,
Hayden Thompson,artist_000593,0.95,1.0,1.0,Category:American country singer-songwriters,hayden thompson,False,,False,,False,,False,0,
Wayne Mills,artist_000594,0.95,1.0,1.0,Category:American country singer-songwriters,wayne mills,False,,False,,False,,False,0,
Buddy Red Bow,artist_000595,0.95,1.0,1.0,Category:American country singer-songwriters,buddy red bow,False,,False,,False,,False,0,
Bill Holford,artist_000596,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,bill holford,False,,False,,False,,False,0,
Lawton Williams,artist_000597,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,lawton williams,False,,False,,False,,False,0,
Helen Cornelius,artist_000598,0.95,1.0,1.0,Category:American country singer-songwriters,helen cornelius,False,,False,,False,,False,0,
Mike Henderson,artist_000599,0.95,1.0,1.0,Category:American country singer-songwriters,mike henderson,False,,False,,False,,False,0,
Henson Cargill,artist_000600,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,henson cargill,False,,False,,False,,False,0,
Johnny Carroll,artist_000601,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,johnny carroll,False,,False,,False,,False,0,
Monty Holmes,artist_000602,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,monty holmes,False,,False,,False,,False,0,
Jim Owen,artist_000603,0.95,1.0,1.0,Category:American country singer-songwriters,jim owen,False,,False,,False,,False,0,
Charlie Black,artist_000604,0.95,1.0,1.0,Category:American country singer-songwriters,charlie black,False,,False,,False,,False,0,
Ariel Abshire,artist_000605,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,ariel abshire,False,,False,,False,,False,0,
Aaron Barker,artist_000606,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,aaron barker,False,,False,,False,,False,0,
Ryan Beaver,artist_000607,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,ryan beaver,False,,False,,False,,False,0,
Bill Davis,artist_000608,0.95,1.0,1.0,Category:American country singer-songwriters,bill davis,False,,False,,False,,False,0,
Dexter Roberts,artist_000609,0.95,1.0,1.0,Category:American country singer-songwriters,dexter roberts,False,,False,,False,,False,0,
Terry Fell,artist_000610,0.95,1.0,1.0,Category:American country singer-songwriters,terry fell,False,,False,,False,,False,0,
Jaron and the Long Road to Love,artist_000611,0.95,1.0,1.0,Category:American country singer-songwriters,jaron and long road to love,False,,False,,False,,False,0,
Hugh Moffatt,artist_000612,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,hugh moffatt,False,,False,,False,,False,0,
"Jimmy ""Orion"" Ellis",artist_000613,0.95,1.0,1.0,Category:American country singer-songwriters,jimmy orion ellis,False,,False,,False,,False,0,
Terri Hendrix,artist_000614,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,terri hendrix,False,,False,,False,,False,0,
Rodney Atkins,artist_000615,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,rodney atkins,False,,False,,False,,False,0,
Autry Inman,artist_000616,0.95,1.0,1.0,Category:American country singer-songwriters,autry inman,False,,False,,False,,False,0,
Warner Mack,artist_000617,0.95,1.0,1.0,Category:American country singer-songwriters,warner mack,False,,False,,False,,False,0,
Marty Haggard,artist_000618,0.95,1.0,1.0,Category:American country singer-songwriters,marty haggard,False,,False,,False,,False,0,
Natalie Hemby,artist_000619,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,natalie hemby,False,,False,,False,,False,0,
Sturgill Simpson,artist_000620,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,sturgill simpson,False,,False,,False,,False,0,
Jack Anglin,artist_000621,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,jack anglin,False,,False,,False,,False,0,
Jackie Lee Cochran,artist_000622,0.95,1.0,1.0,Category:American country singer-songwriters,jackie lee cochran,False,,False,,False,,False,0,
James Talley,artist_000623,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,james talley,False,,False,,False,,False,0,
Mark Wills,artist_000624,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,mark wills,False,,False,,False,,False,0,
Jason Michael Carroll,artist_000625,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,jason michael carroll,False,,False,,False,,False,0,
Jeff Carson,artist_000626,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,jeff carson,False,,False,,False,,False,0,
Jenks Tex Carman,artist_000627,0.95,1.0,1.0,Category:American country singer-songwriters,jenks tex carman,False,,False,,False,,False,0,
Johnny Lee,artist_000628,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,johnny lee,False,,False,,False,,False,0,
Jerry Byrd,artist_000629,0.95,1.0,1.0,Category:American country singer-songwriters,jerry byrd,False,,False,,False,,False,0,
Jerry Wallace,artist_000630,0.95,1.0,1.0,Category:American country singer-songwriters,jerry wallace,False,,False,,False,,False,0,
Jim Ed Brown,artist_000631,0.95,1.0,1.0,Category:American country singer-songwriters,jim ed brown,False,,False,,False,,False,0,
Jimmie Logsdon,artist_000632,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,jimmie logsdon,False,,False,,False,,False,0,
Joe Diffie,artist_000634,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,joe diffie,False,,False,,False,,False,0,
Granger Smith,artist_000635,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,granger smith,False,,False,,False,,False,0,
Drake White,artist_000636,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,drake white,False,,False,,False,,False,0,
Stephen Yerkey,artist_000638,0.95,1.0,1.0,Category:American country singer-songwriters,stephen yerkey,False,,False,,False,,False,0,
John York,artist_000639,0.95,1.0,1.0,Category:American country singer-songwriters,john york,False,,False,,False,,False,0,
"Johnny ""Country"" Mathis",artist_000640,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,johnny country mathis,False,,False,,False,,False,0,
Johnny Paycheck,artist_000641,0.95,1.0,1.0,Category:American country singer-songwriters,johnny paycheck,False,,False,,False,,False,0,
Johnny Russell,artist_000642,0.95,1.0,1.0,Category:American country singer-songwriters,johnny russell,False,,False,,False,,False,0,
Josh Thompson,artist_000643,0.95,1.0,1.0,Category:American country singer-songwriters,josh thompson,False,,False,,False,,False,0,
"Billy Joe Walker, Jr.",artist_000644,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,billy joe walker jr,False,,False,,False,,False,0,
Justin Tubb,artist_000645,0.95,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,justin tubb,False,,False,,False,,False,0,
Luke Jefferson McDaniel,artist_000646,0.95,1.0,1.0,Category:American country singer-songwriters,luke jefferson mcdaniel,False,,False,,False,,False,0,
Skeeter Bonn,artist_000647,0.95,1.0,1.0,Category:American country singer-songwriters,skeeter bonn,False,,False,,False,,False,0,
Emily Grove,artist_000648,0.95,1.0,1.0,Category:American country singer-songwriters,emily grove,False,,False,,False,,False,0,
