name_primary,artist_id,country_relevance_score,is_country_core,is_country_broad,source_seed,norm_name,hot_country_number_one,hot_country_number_one_matched_name,country_hall_of_fame,country_hall_of_fame_matched_name,billboard_best_country_singers,billboard_best_country_singers_matched_name,in_any_reference_list,reference_list_count,reference_list_hits
Marc Beeson,artist_001742,1.0,1.0,1.0,Category:American country singer-songwriters,marc beeson,False,,False,,False,,False,0,
Marcel (singer),artist_001743,1.0,1.0,1.0,Category:American country singer-songwriters,marcel,False,,False,,False,,False,0,
Margaret Lewis (singer-songwriter),artist_001744,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,margaret lewis,False,,False,,False,,False,0,
Margie Bowes,artist_001745,1.0,1.0,1.0,Category:American country singer-songwriters,margie bowes,False,,False,,False,,False,0,
Margie Singleton,artist_001746,1.0,1.0,1.0,Category:American country singer-songwriters,margie singleton,False,,False,,False,,False,0,
Marilyn Martin,artist_001747,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Kentucky,marilyn martin,False,,False,,False,,False,0,
Marion Worth,artist_001748,1.0,1.0,1.0,Category:American country singer-songwriters,marion worth,False,,False,,False,,False,0,
Mark Gray (singer),artist_001749,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,mark gray,False,,False,,False,,False,0,
Mark O'Connor,artist_001750,1.0,1.0,1.0,Category:American country singer-songwriters,mark o connor,False,,False,,False,,False,0,
Marsha Thornton,artist_001751,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,marsha thornton,False,,False,,False,,False,0,
Marshall Chapman,artist_001752,1.0,1.0,1.0,Category:American country singer-songwriters,marshall chapman,False,,False,,False,,False,0,
Martin Zellar,artist_001753,1.0,1.0,1.0,Category:American country singer-songwriters,martin zellar,False,,False,,False,,False,0,
Marty Raybon,artist_001754,1.0,1.0,1.0,Category:American country singer-songwriters,marty raybon,False,,False,,False,,False,0,
Mary MacGregor,artist_001755,1.0,1.0,1.0,Category:American country singer-songwriters,mary macgregor,False,,False,,False,,False,0,
Matthew Rogers,artist_001756,1.0,1.0,1.0,Category:American country singers,matthew rogers,False,,False,,False,,False,0,
Matthew Ryan (musician),artist_001757,1.0,1.0,1.0,Category:American country singer-songwriters,matthew ryan,False,,False,,False,,False,0,
Max D. Barnes,artist_001758,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,max d barnes,False,,False,,False,,False,0,
Max T. Barnes,artist_001759,1.0,1.0,1.0,Category:American country singer-songwriters,max t barnes,False,,False,,False,,False,0,
Maxine Brown (country singer),artist_001760,1.0,1.0,1.0,Category:American country singer-songwriters,maxine brown,False,,False,,False,,False,0,
Jules Verne Allen,artist_001761,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,jules verne allen,False,,False,,False,,False,0,
Megan Redmond,artist_001762,1.0,1.0,1.0,Category:American country singer-songwriters,megan redmond,False,,False,,False,,False,0,
Mel Street,artist_001763,1.0,1.0,1.0,Category:American country singer-songwriters,mel street,False,,False,,False,,False,0,
Melodie Crittenden,artist_001764,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,melodie crittenden,False,,False,,False,,False,0,
Michael Peterson (singer),artist_001765,1.0,1.0,1.0,Category:American country singer-songwriters,michael peterson,False,,False,,False,,False,0,
Michelle Nixon,artist_001766,1.0,1.0,1.0,Category:American country singer-songwriters,michelle nixon,False,,False,,False,,False,0,
Mike Reid (singer),artist_001767,1.0,1.0,1.0,Category:American country singer-songwriters,mike reid,False,,False,,False,,False,0,
Mila Mason,artist_001768,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,mila mason,False,,False,,False,,False,0,
Mitchell Torok,artist_001769,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,mitchell torok,False,,False,,False,,False,0,
Paul Cauthen,artist_001770,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,paul cauthen,False,,False,,False,,False,0,
Molly O'Day (singer),artist_001771,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,molly o day,False,,False,,False,,False,0,
Moon Mullican,artist_001772,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,moon mullican,False,,False,,False,,False,0,
Mundo Earwood,artist_001773,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,mundo earwood,False,,False,,False,,False,0,
Neal Coty,artist_001774,1.0,1.0,1.0,Category:American country singer-songwriters,neal coty,False,,False,,False,,False,0,
Nikki Nelson,artist_001775,1.0,1.0,1.0,Category:American country singer-songwriters,nikki nelson,False,,False,,False,,False,0,
Noah Gordon (singer),artist_001776,1.0,1.0,1.0,Category:American country singer-songwriters,noah gordon,False,,False,,False,,False,0,
Noel Haggard,artist_001777,1.0,1.0,1.0,Category:American country singer-songwriters,noel haggard,False,,False,,False,,False,0,
John Hartford,artist_001778,1.0,1.0,1.0,Category:American country singer-songwriters,john hartford,False,,False,,False,,False,0,
Bob Luman,artist_001781,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,bob luman,False,,False,,False,,False,0,
Norro Wilson,artist_001782,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Kentucky,norro wilson,False,,False,,False,,False,0,
Jerry Douglas,artist_001783,1.0,1.0,1.0,Category:American country singer-songwriters,jerry douglas,False,,False,,False,,False,0,
B. J. Thomas,artist_001786,1.0,1.0,1.0,Category:American country singers|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,b j thomas,False,,False,,False,,False,0,
John D. Loudermilk,artist_001787,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,john d loudermilk,False,,False,,False,,False,0,
O. B. McClinton,artist_001788,1.0,1.0,1.0,Category:American country singer-songwriters,o b mcclinton,False,,False,,False,,False,0,
Will Oldham,artist_001789,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,will oldham,False,,False,,False,,False,0,
Owen Temple,artist_001791,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,owen temple,False,,False,,False,,False,0,
Aaron Goodvin,artist_001795,1.0,1.0,1.0,Category:American country singer-songwriters,aaron goodvin,False,,False,,False,,False,0,
Pat Alger,artist_001796,1.0,1.0,1.0,Category:American country singer-songwriters,pat alger,False,,False,,False,,False,0,
Patti Miner,artist_001797,1.0,1.0,1.0,Category:American country singer-songwriters,patti miner,False,,False,,False,,False,0,
Paul Craft,artist_001798,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,paul craft,False,,False,,False,,False,0,
Paul Davis (singer),artist_001799,1.0,1.0,1.0,Category:American country singer-songwriters,paul davis,False,,False,,False,,False,0,
Paul Jefferson,artist_001800,1.0,1.0,1.0,Category:American country singer-songwriters,paul jefferson,False,,False,,False,,False,0,
Paulette Carlson,artist_001801,1.0,1.0,1.0,Category:American country singer-songwriters,paulette carlson,False,,False,,False,,False,0,
Peggy Little,artist_001802,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,peggy little,False,,False,,False,,False,0,
Penny DeHaven,artist_001803,1.0,1.0,1.0,Category:American country singer-songwriters,penny dehaven,False,,False,,False,,False,0,
Penny Jay,artist_001804,1.0,1.0,1.0,Category:American country singer-songwriters,penny jay,False,,False,,False,,False,0,
Ingrid Andress,artist_001805,1.0,1.0,1.0,Category:American country singer-songwriters,ingrid andress,False,,False,,False,,False,0,
John Hiatt,artist_001806,1.0,1.0,1.0,Category:American country singer-songwriters,john hiatt,False,,False,,False,,False,0,
Cliff Carlisle,artist_001807,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,cliff carlisle,False,,False,,False,,False,0,
Jimmy Buffett,artist_001808,1.0,1.0,1.0,Category:American country singer-songwriters,jimmy buffett,False,,False,,False,,False,0,
R.C. Bannon,artist_001809,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,r c bannon,False,,False,,False,,False,0,
R.W. Hampton,artist_001810,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,r w hampton,False,,False,,False,,False,0,
Rachele Lynae,artist_001811,1.0,1.0,1.0,Category:American country singer-songwriters,rachele lynae,False,,False,,False,,False,0,
RaeLynn,artist_001812,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,raelynn,False,,False,,False,,False,0,
Ralna English,artist_001813,1.0,1.0,1.0,Category:American country singer-songwriters,ralna english,False,,False,,False,,False,0,
Randy Barlow,artist_001815,1.0,1.0,1.0,Category:American country singer-songwriters,randy barlow,False,,False,,False,,False,0,
Randy Cornor,artist_001816,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,randy cornor,False,,False,,False,,False,0,
Randy Crouch,artist_001817,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,randy crouch,False,,False,,False,,False,0,
Randy Montana,artist_001818,1.0,1.0,1.0,Category:American country singer-songwriters,randy montana,False,,False,,False,,False,0,
Randy Owen,artist_001819,1.0,1.0,1.0,Category:American country singer-songwriters,randy owen,False,,False,,False,,False,0,
Randy Parton,artist_001820,1.0,1.0,1.0,Category:American country singer-songwriters,randy parton,False,,False,,False,,False,0,
Randy Scruggs,artist_001821,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,randy scruggs,False,,False,,False,,False,0,
Smokey Hogg,artist_001822,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,smokey hogg,False,,False,,False,,False,0,
Ray Kennedy (country singer),artist_001823,1.0,1.0,1.0,Category:American country singer-songwriters,ray kennedy,False,,False,,False,,False,0,
Ray Pillow,artist_001824,1.0,1.0,1.0,Category:American country singer-songwriters,ray pillow,False,,False,,False,,False,0,
Ray Sanders (singer),artist_001825,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,ray sanders,False,,False,,False,,False,0,
Ray Whitley (singer-songwriter),artist_001826,1.0,1.0,1.0,Category:American country singer-songwriters,ray whitley,False,,False,,False,,False,0,
Red Allen (bluegrass),artist_001827,1.0,1.0,1.0,Category:Country musicians from Kentucky,red allen,False,,False,,False,,False,0,
Redd Stewart,artist_001828,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Kentucky,redd stewart,False,,False,,False,,False,0,
Rhiannon Giddens,artist_001829,1.0,1.0,1.0,Category:American country singer-songwriters,rhiannon giddens,False,,False,,False,,False,0,
Richard Dobson,artist_001830,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,richard dobson,False,,False,,False,,False,0,
Richard Fagan,artist_001831,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,richard fagan,False,,False,,False,,False,0,
Richard Sterban,artist_001832,1.0,1.0,1.0,Category:American country singer-songwriters,richard sterban,False,,False,,False,,False,0,
Robbie Fulks,artist_001833,1.0,1.0,1.0,Category:American country singer-songwriters,robbie fulks,False,,False,,False,,False,0,
Robert Ellis (singer-songwriter),artist_001834,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,robert ellis,False,,False,,False,,False,0,
Robin Lee (singer),artist_001835,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,robin lee,False,,False,,False,,False,0,
Rockie Lynne,artist_001836,1.0,1.0,1.0,Category:American country singer-songwriters,rockie lynne,False,,False,,False,,False,0,
Rod Bernard,artist_001837,1.0,1.0,1.0,Category:American country singer-songwriters,rod bernard,False,,False,,False,,False,0,
Roger Creager,artist_001838,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,roger creager,False,,False,,False,,False,0,
Ron Block,artist_001839,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,ron block,False,,False,,False,,False,0,
Ronna Reeves,artist_001840,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,ronna reeves,False,,False,,False,,False,0,
Ronnie Sessions,artist_001841,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,ronnie sessions,False,,False,,False,,False,0,
Rory Feek,artist_001842,1.0,1.0,1.0,Category:American country singer-songwriters,rory feek,False,,False,,False,,False,0,
Rose Marie McCoy,artist_001843,1.0,1.0,1.0,Category:American country singer-songwriters,rose marie mccoy,False,,False,,False,,False,0,
Rosie Flores,artist_001844,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,rosie flores,False,,False,,False,,False,0,
Roxie Dean,artist_001845,1.0,1.0,1.0,Category:American country singer-songwriters,roxie dean,False,,False,,False,,False,0,
Roy Head,artist_001846,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,roy head,False,,False,,False,,False,0,
Roy Heinrich,artist_001847,1.0,1.0,1.0,Category:American country singer-songwriters,roy heinrich,False,,False,,False,,False,0,
Roy Hogsed,artist_001848,1.0,1.0,1.0,Category:American country singer-songwriters,roy hogsed,False,,False,,False,,False,0,
Royal Wade Kimes,artist_001849,1.0,1.0,1.0,Category:American country singer-songwriters,royal wade kimes,False,,False,,False,,False,0,
Ruby Lovett,artist_001850,1.0,1.0,1.0,Category:American country singer-songwriters,ruby lovett,False,,False,,False,,False,0,
Ruby Wright (country singer),artist_001851,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,ruby wright,False,,False,,False,,False,0,
Russell Smith (singer),artist_001852,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,russell smith,False,,False,,False,,False,0,
Rusty York,artist_001853,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,rusty york,False,,False,,False,,False,0,
Ryan Tyler,artist_001854,1.0,1.0,1.0,Category:American country singer-songwriters,ryan tyler,False,,False,,False,,False,0,
Wayne Raney,artist_001855,1.0,1.0,1.0,Category:American country singer-songwriters,wayne raney,False,,False,,False,,False,0,
Kieran Kane,artist_001856,1.0,1.0,1.0,Category:American country singer-songwriters,kieran kane,False,,False,,False,,False,0,
Hank Williams III,artist_001858,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,hank williams iii,False,,False,,False,,False,0,
Sarah Darling,artist_001859,1.0,1.0,1.0,Category:American country singer-songwriters,sarah darling,False,,False,,False,,False,0,
Sarah Jarosz,artist_001860,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,sarah jarosz,False,,False,,False,,False,0,
Scott McQuaig,artist_001861,1.0,1.0,1.0,Category:American country singer-songwriters,scott mcquaig,False,,False,,False,,False,0,
Scott Miller (country musician),artist_001862,1.0,1.0,1.0,Category:American country singer-songwriters,scott miller,False,,False,,False,,False,0,
Scotty Emerick,artist_001863,1.0,1.0,1.0,Category:American country singer-songwriters,scotty emerick,False,,False,,False,,False,0,
Cowboy Copas,artist_001864,1.0,1.0,1.0,Category:American country singer-songwriters,cowboy copas,False,,False,,False,,False,0,
Jimmie Dale Gilmore,artist_001865,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,jimmie dale gilmore,False,,False,,False,,False,0,
Shana (singer),artist_001866,1.0,1.0,1.0,Category:American country singer-songwriters,shana,False,,False,,False,,False,0,
Shane McAnally,artist_001867,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,shane mcanally,False,,False,,False,,False,0,
Shane Minor,artist_001868,1.0,1.0,1.0,Category:American country singer-songwriters,shane minor,False,,False,,False,,False,0,
Shane Stockton,artist_001869,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,shane stockton,False,,False,,False,,False,0,
Shelby Dressel,artist_001870,1.0,1.0,1.0,Category:American country singer-songwriters,shelby dressel,False,,False,,False,,False,0,
Shelly Fairchild,artist_001871,1.0,1.0,1.0,Category:American country singer-songwriters,shelly fairchild,False,,False,,False,,False,0,
Sonny Throckmorton,artist_001872,1.0,1.0,1.0,Category:American country singer-songwriters,sonny throckmorton,False,,False,,False,,False,0,
Speedy Haworth,artist_001873,1.0,1.0,1.0,Category:American country singer-songwriters,speedy haworth,False,,False,,False,,False,0,
Stacey Earle,artist_001874,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,stacey earle,False,,False,,False,,False,0,
Stacy Dean Campbell,artist_001875,1.0,1.0,1.0,Category:American country singer-songwriters,stacy dean campbell,False,,False,,False,,False,0,
Stephanie Bentley,artist_001876,1.0,1.0,1.0,Category:American country singer-songwriters,stephanie bentley,False,,False,,False,,False,0,
Stephen Cochran,artist_001877,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Kentucky,stephen cochran,False,,False,,False,,False,0,
Steve Holy,artist_001878,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,steve holy,False,,False,,False,,False,0,
Steve Kolander,artist_001879,1.0,1.0,1.0,Category:American country singer-songwriters,steve kolander,False,,False,,False,,False,0,
Steve Vaus,artist_001880,1.0,1.0,1.0,Category:American country singer-songwriters,steve vaus,False,,False,,False,,False,0,
Steven Fromholz,artist_001881,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,steven fromholz,False,,False,,False,,False,0,
Steven Wayne Horton,artist_001882,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,steven wayne horton,False,,False,,False,,False,0,
Stoney Cooper,artist_001883,1.0,1.0,1.0,Category:American country singer-songwriters,stoney cooper,False,,False,,False,,False,0,
Susan Ashton,artist_001884,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,susan ashton,False,,False,,False,,False,0,
Susan Haynes,artist_001885,1.0,1.0,1.0,Category:American country singer-songwriters,susan haynes,False,,False,,False,,False,0,
Pebe Sebert,artist_001886,1.0,1.0,1.0,Category:American country singer-songwriters,pebe sebert,False,,False,,False,,False,0,
T. Graham Brown,artist_001887,1.0,1.0,1.0,Category:American country singer-songwriters,t graham brown,False,,False,,False,,False,0,
T. Texas Tyler,artist_001888,1.0,1.0,1.0,Category:American country singer-songwriters,t texas tyler,False,,False,,False,,False,0,
Ronnie Hawkins,artist_001889,1.0,1.0,1.0,Category:American country singer-songwriters,ronnie hawkins,False,,False,,False,,False,0,
Teea Goans,artist_001890,1.0,1.0,1.0,Category:American country singer-songwriters,teea goans,False,,False,,False,,False,0,
Terri Hollowell,artist_001891,1.0,1.0,1.0,Category:American country singer-songwriters,terri hollowell,False,,False,,False,,False,0,
Terri Sharp,artist_001892,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,terri sharp,False,,False,,False,,False,0,
Terry McBride (musician),artist_001893,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,terry mcbride,False,,False,,False,,False,0,
Johnny Dowd,artist_001894,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,johnny dowd,False,,False,,False,,False,0,
Baylee Littrell,artist_001895,1.0,1.0,1.0,Category:American country singer-songwriters,baylee littrell,False,,False,,False,,False,0,
Thom Bresh,artist_001896,1.0,1.0,1.0,Category:American country singer-songwriters,thom bresh,False,,False,,False,,False,0,
Adam Doleac,artist_001897,1.0,1.0,1.0,Category:American country singer-songwriters,adam doleac,False,,False,,False,,False,0,
Tim Menzies,artist_001898,1.0,1.0,1.0,Category:American country singer-songwriters,tim menzies,False,,False,,False,,False,0,
Tim Rushlow,artist_001899,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,tim rushlow,False,,False,,False,,False,0,
Tim Ryan Rouillier,artist_001900,1.0,1.0,1.0,Category:American country singer-songwriters,tim ryan rouillier,False,,False,,False,,False,0,
Tim Spencer (singer),artist_001901,1.0,1.0,1.0,Category:American country singer-songwriters,tim spencer,False,,False,,False,,False,0,
Tim Wilson (comedian),artist_001902,1.0,1.0,1.0,Category:American country singer-songwriters,tim wilson,False,,False,,False,,False,0,
Jimmy C. Newman,artist_001903,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,jimmy c newman,False,,False,,False,,False,0,
Todd Snider,artist_001904,1.0,1.0,1.0,Category:American country singer-songwriters,todd snider,False,,False,,False,,False,0,
Tom Hambridge,artist_001905,1.0,1.0,1.0,Category:American country singer-songwriters,tom hambridge,False,,False,,False,,False,0,
Tommy Shane Steiner,artist_001906,1.0,1.0,1.0,Category:American country singers|Category:Country musicians from Texas,tommy shane steiner,False,,False,,False,,False,0,
Trent Tomlinson,artist_001907,1.0,1.0,1.0,Category:American country singer-songwriters,trent tomlinson,False,,False,,False,,False,0,
Trent Willmon,artist_001908,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,trent willmon,False,,False,,False,,False,0,
Trini Triggs,artist_001909,1.0,1.0,1.0,Category:American country singer-songwriters,trini triggs,False,,False,,False,,False,0,
Troy Olsen,artist_001910,1.0,1.0,1.0,Category:American country singer-songwriters,troy olsen,False,,False,,False,,False,0,
Tyler Dickerson,artist_001911,1.0,1.0,1.0,Category:American country singer-songwriters,tyler dickerson,False,,False,,False,,False,0,
Tyler Farr,artist_001912,1.0,1.0,1.0,Category:American country singer-songwriters,tyler farr,False,,False,,False,,False,0,
Unknown Hinson,artist_001913,1.0,1.0,1.0,Category:American country singer-songwriters,unknown hinson,False,,False,,False,,False,0,
Ray Benson,artist_001914,1.0,1.0,1.0,Category:American country singer-songwriters,ray benson,False,,False,,False,,False,0,
Jake Hoot,artist_001915,1.0,1.0,1.0,Category:American country singer-songwriters,jake hoot,False,,False,,False,,False,0,
Van Howard,artist_001916,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,van howard,False,,False,,False,,False,0,
Velva Darnell,artist_001917,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,velva darnell,False,,False,,False,,False,0,
Veronica Ballestrini,artist_001918,1.0,1.0,1.0,Category:American country singer-songwriters,veronica ballestrini,False,,False,,False,,False,0,
Victoria Shaw (singer),artist_001919,1.0,1.0,1.0,Category:American country singer-songwriters,victoria shaw,False,,False,,False,,False,0,
Warren Storm,artist_001920,1.0,1.0,1.0,Category:American country singer-songwriters,warren storm,False,,False,,False,,False,0,
Wayne Kemp,artist_001921,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,wayne kemp,False,,False,,False,,False,0,
Wayne Massey,artist_001922,1.0,1.0,1.0,Category:American country singer-songwriters,wayne massey,False,,False,,False,,False,0,
Wesley Dennis (singer),artist_001923,1.0,1.0,1.0,Category:American country singer-songwriters,wesley dennis,False,,False,,False,,False,0,
Wilma Burgess,artist_001924,1.0,1.0,1.0,Category:American country singer-songwriters,wilma burgess,False,,False,,False,,False,0,
Wilma Lee Cooper,artist_001925,1.0,1.0,1.0,Category:American country singer-songwriters,wilma lee cooper,False,,False,,False,,False,0,
Wood Newton,artist_001926,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,wood newton,False,,False,,False,,False,0,
Woody Lee,artist_001927,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,woody lee,False,,False,,False,,False,0,
Caylee Hammack,artist_001928,1.0,1.0,1.0,Category:American country singer-songwriters,caylee hammack,False,,False,,False,,False,0,
Billy Gilman,artist_001929,1.0,1.0,1.0,Category:American country singer-songwriters,billy gilman,False,,False,,False,,False,0,
Wylie Gustafson,artist_001930,1.0,1.0,1.0,Category:American country singer-songwriters,wylie gustafson,False,,False,,False,,False,0,
Hoyt Axton,artist_001931,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,hoyt axton,False,,False,,False,,False,0,
Yodelin' Slim Clark,artist_001932,1.0,1.0,1.0,Category:American country singer-songwriters,yodelin slim clark,False,,False,,False,,False,0,
Preston Wimberly,artist_001933,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,preston wimberly,False,,False,,False,,False,0,
Zane Williams,artist_001934,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,zane williams,False,,False,,False,,False,0,
Zeke Manners,artist_001935,1.0,1.0,1.0,Category:American country singer-songwriters,zeke manners,False,,False,,False,,False,0,
Zella Lehr,artist_001936,1.0,1.0,1.0,Category:American country singer-songwriters,zella lehr,False,,False,,False,,False,0,
Zona Jones,artist_001937,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,zona jones,False,,False,,False,,False,0,
Barbara Fairchild,artist_001938,1.0,1.0,1.0,Category:American country singer-songwriters,barbara fairchild,False,,False,,False,,False,0,
Milton Estes,artist_001940,1.0,1.0,1.0,Category:American country singer-songwriters,milton estes,False,,False,,False,,False,0,
Jeff White (musician),artist_001942,1.0,1.0,1.0,Category:American country singer-songwriters,jeff white,False,,False,,False,,False,0,
Bill Medley,artist_001944,1.0,1.0,1.0,Category:American country singer-songwriters,bill medley,False,,False,,False,,False,0,
Billy Dean,artist_001945,1.0,1.0,1.0,Category:American country singer-songwriters,billy dean,False,,False,,False,,False,0,
Billy Joe Royal,artist_001946,1.0,1.0,1.0,Category:American country singer-songwriters,billy joe royal,False,,False,,False,,False,0,
"Billy ""Crash"" Craddock",artist_001947,1.0,1.0,1.0,Category:American country singer-songwriters,billy crash craddock,False,,False,,False,,False,0,
Katie Pruitt,artist_001948,1.0,1.0,1.0,Category:American country singer-songwriters,katie pruitt,False,,False,,False,,False,0,
Dillon Carmichael,artist_001949,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,dillon carmichael,False,,False,,False,,False,0,
Jaime Wyatt,artist_001950,1.0,1.0,1.0,Category:American country singer-songwriters,jaime wyatt,False,,False,,False,,False,0,
Bob Beckham,artist_001951,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,bob beckham,False,,False,,False,,False,0,
Bobby Helms,artist_001952,1.0,1.0,1.0,Category:American country singer-songwriters,bobby helms,False,,False,,False,,False,0,
Bobby Lord,artist_001953,1.0,1.0,1.0,Category:American country singer-songwriters,bobby lord,False,,False,,False,,False,0,
Jason Molina,artist_001955,1.0,1.0,1.0,Category:American country singer-songwriters,jason molina,False,,False,,False,,False,0,
Rodney Carrington,artist_001956,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,rodney carrington,False,,False,,False,,False,0,
Jamie Oldaker,artist_001957,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,jamie oldaker,False,,False,,False,,False,0,
David Gates,artist_001958,1.0,1.0,1.0,Category:American country singer-songwriters,david gates,False,,False,,False,,False,0,
Cameron Duddy,artist_001959,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,cameron duddy,False,,False,,False,,False,0,
Payton Smith,artist_001960,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,payton smith,False,,False,,False,,False,0,
Timothy B. Schmit,artist_001961,1.0,1.0,1.0,Category:American country singer-songwriters,timothy b schmit,False,,False,,False,,False,0,
Chip Taylor,artist_001962,1.0,1.0,1.0,Category:American country singer-songwriters,chip taylor,False,,False,,False,,False,0,
Amythyst Kiah,artist_001964,1.0,1.0,1.0,Category:Country musicians from Tennessee,amythyst kiah,False,,False,,False,,False,0,
David Ball (country singer),artist_001966,1.0,1.0,1.0,Category:American country singer-songwriters,david ball,False,,False,,False,,False,0,
