artist_id,country_validation_label,country_validation_score,country_validation_score_text,country_positive_hits,country_negative_hits,country_validation_evidence,name_primary,birth_name,stage_name,aliases,wikidata_qid,musicbrainz_mbid,isni,viaf_id,wikipedia_url,birth_year,birth_city,birth_county,birth_state,birth_state_abbr,birth_country,death_date,death_year,death_place_raw,citizenship,occupations,genres_raw,genres_normalized,country_relevance_score,instruments,member_of,record_labels,awards,official_website,birth_decade,us_macro_region,is_deceased,age_or_age_at_death,is_us_born,is_solo_person,is_country_core,is_country_broad,flag_restricted_sample,flag_expanded_sample,sample_membership,inclusion_reason,exclusion_reason,source_primary,source_secondary,source_seed,evidence_urls,source_count,birth_date_confidence,birth_place_confidence,genre_confidence,manual_review_needed,notes,name_key,in_songfile,in_country_restricted,in_country_master,in_adjacent_seed_pool,source_membership_count,artist_name_songfile_example,adjacent_genre_bucket,adjacent_source_group,core_union_flag,birth_admin_labels,wikipedia_categories,wp_birth_place_raw,wp_birth_year,wp_birth_date,birth_date,birth_place_raw,birth_country_raw
artist_000590,review,0.95,6,2,1,+4:country ; +5:country music ; -3:rhythm and blues,Hardrock Gunter,Sidney Louie Gunter Jr.,Hardrock Gunter,Sidney Louie Gunter Jr.|Sidney Jo Lewis,Q1585138,6e6f0b87-adaf-417c-959e-810183c8d386,0000000078459920,39652567,https://en.wikipedia.org/wiki/Hardrock_Gunter,1925.0,Birmingham,Jefferson County,Alabama,AL,United States,2013-03-15,2013.0,Rio Rancho,United States,musician|singer|songwriter,rock music|rhythm and blues|country music|boogie-woogie,country,0.95,voice,,"Charly Records|Decca Records, Inc.|Sun Records|King|MGM Records|Decca",,,1920.0,South,1.0,88.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1585138|https://en.wikipedia.org/wiki/Hardrock_Gunter|https://musicbrainz.org/artist/6e6f0b87-adaf-417c-959e-810183c8d386,3.0,high,high,high,0.0,,hardrock gunter,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000601,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Johnny Carroll,John Lewis Carrell,Johnny Carroll,John Lewis Carrell,Q1608224,59ab5104-cadf-41a1-acde-4d46081e85e5,0000000059338445,5126063,https://en.wikipedia.org/wiki/Johnny_Carroll,1937.0,Cleburne,Johnson County,Texas,TX,United States,1995-02-18,1995.0,Dallas,United States,singer-songwriter|bandleader|musician|conductor|singer|guitarist,pop music|country music,country,0.95,guitar|voice,Johnny Kidd & the Pirates,Decca|Charly Records,,,1930.0,South,1.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1608224|https://en.wikipedia.org/wiki/Johnny_Carroll|https://musicbrainz.org/artist/59ab5104-cadf-41a1-acde-4d46081e85e5,3.0,high,high,high,0.0,,johnny carroll,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000637,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,John Anderson,,,John David Anderson,Q1699148,21bffe8e-4e04-47f6-b1aa-7ede4b14cc4e,0000000119447900,89819463,https://en.wikipedia.org/wiki/John_Anderson_(singer),1954.0,Apopka,Orange County,Florida,FL,United States,,,,United States,singer|singer-songwriter,country music|indie pop,country,0.95,guitar|voice,,BNA Records|Capitol Records|Columbia Records|Warner Records,,http://www.johnanderson.com,1950.0,South,0.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q1699148|https://en.wikipedia.org/wiki/John_Anderson_(singer)|https://musicbrainz.org/artist/21bffe8e-4e04-47f6-b1aa-7ede4b14cc4e,3.0,high,high,high,0.0,,john anderson,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000649,review,0.95,5,2,1,+4:country ; +5:country music ; -4:rap,Big Smo,John Smith,Big Smo,John Lee Smith|Smo|Smo,Q17306373,745e71ab-1c3d-4c53-9334-dd450ade9585,,275147423188144882491,https://en.wikipedia.org/wiki/Big_Smo,1976.0,San Diego,San Diego County,California,CA,United States,,,,United States,singer|rapper|songwriter|record producer|film director,country rap|country music,country,0.95,voice,,Warner Bros. Records|Elektra,,http://therealbigsmo.com/,1970.0,West,0.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q17306373|https://en.wikipedia.org/wiki/Big_Smo|https://musicbrainz.org/artist/745e71ab-1c3d-4c53-9334-dd450ade9585,3.0,high,high,high,0.0,,big smo,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000658,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Gene Pitney,Gene Francis Alan Pitney,Gene Pitney,Gene Francis Alan Pitney,Q175238,828b1208-2ce4-40c1-b659-11d7f540748c,0000000073579261,61732838,https://en.wikipedia.org/wiki/Gene_Pitney,1940.0,Hartford,Hartford County,Connecticut,CT,United States,2006-04-05,2006.0,Cardiff,United States,singer-songwriter|singer|songwriter|composer|pianist|recording artist,pop music|country music,country,0.95,guitar|piano|voice,,Musicor Records|Epic Records,Rock and Roll Hall of Fame,http://www.genepitney.com,1940.0,Northeast,1.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q175238|https://en.wikipedia.org/wiki/Gene_Pitney|https://musicbrainz.org/artist/828b1208-2ce4-40c1-b659-11d7f540748c,3.0,high,high,high,0.0,,gene pitney,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000668,review,0.95,10,3,1,+4:country ; +5:country music ; +3:country rock ; -2:pop,Paul Cotton,Norman Paul Cotton,Paul Cotton,Norman Paul Cotton,Q18392415,a44b2a39-1af4-4a12-9e1e-31789d265380,0000000053895283,143743126,https://en.wikipedia.org/wiki/Paul_Cotton,1943.0,Fort Rucker,Dale County,Alabama,AL,United States,2021-08-01,2021.0,,United States,singer-songwriter|songwriter|musician|guitarist,rock music|country rock|country music|pop music,country,0.95,guitar,,Columbia Records,,,1940.0,South,1.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q18392415|https://en.wikipedia.org/wiki/Paul_Cotton|https://musicbrainz.org/artist/a44b2a39-1af4-4a12-9e1e-31789d265380,3.0,high,high,high,0.0,,paul cotton,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000672,review,0.95,5,2,1,+4:country ; +3:country pop ; -2:pop,Kelsea Ballerini,Kelsea Nicole Ballerini,,Kelsea Nicole Ballerini,Q18637137,779d1126-e48c-43f2-8b51-005f3b116d7e,,1703147270408135700009,https://en.wikipedia.org/wiki/Kelsea_Ballerini,1993.0,Mascot,Knox County,Tennessee,TN,United States,,,,United States,singer|songwriter|recording artist|musician|guitarist|singer-songwriter,country pop|folk music,country,0.95,voice,,Black River Entertainment,,https://kelseaballerini.com,1990.0,Appalachia,0.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q18637137|https://en.wikipedia.org/wiki/Kelsea_Ballerini|https://musicbrainz.org/artist/779d1126-e48c-43f2-8b51-005f3b116d7e,3.0,high,high,high,0.0,,kelsea ballerini,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000676,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Abi Ann,Abigail Dawn Ann Hoffman,Abi Ann,Abigail Dawn Ann Hoffman|Abi,Q18977701,321275d8-797d-4355-9c26-8ca416c5a1fa,,,https://en.wikipedia.org/wiki/Abi_(singer),1997.0,Midland,Midland County,Texas,TX,United States,,,,United States,songwriter|singer,country music|pop music,country,0.95,,,,,,1990.0,South,0.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q18977701|https://en.wikipedia.org/wiki/Abi_(singer)|https://musicbrainz.org/artist/321275d8-797d-4355-9c26-8ca416c5a1fa,3.0,high,high,high,0.0,,abi ann,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000678,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Merrill Osmond,Merrill Davis Osmond,Merrill Osmond,Merrill Davis Osmond,Q1922035,521708b8-4528-48e2-bb28-a0d4fd0099b5,0000000078260823,27331763,https://en.wikipedia.org/wiki/Merrill_Osmond,1953.0,Ogden,Weber County,Utah,UT,United States,,,,United States,singer|actor|songwriter,pop music|country music,country,0.95,banjo|guitar|voice,,,,http://www.merrillosmond.com,1950.0,West,0.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singers,https://www.wikidata.org/wiki/Q1922035|https://en.wikipedia.org/wiki/Merrill_Osmond|https://musicbrainz.org/artist/521708b8-4528-48e2-bb28-a0d4fd0099b5,3.0,high,high,high,0.0,,merrill osmond,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000690,review,0.95,10,3,1,+4:country ; +5:country music ; +3:country rock ; -2:pop,Sheryl Crow,Sheryl Suzanne Crow,,Sheryl Suzanne Crow,Q200586,80ccfede-c258-4575-a7ad-c982e9932e0f,0000000114462378,64198185,https://en.wikipedia.org/wiki/Sheryl_Crow,1962.0,Kennett,Dunklin County,Missouri,MO,United States,,,,United States,singer-songwriter|singer|composer|pianist|actor|guitarist|television actor|recording artist|film director,rock music|country music|country rock|folk music|pop music|blues|heartland rock,country,0.95,guitar|piano|voice,,A&M Records|Warner Records|Big Machine Records|Universal Music Group,Grammy Award for Best New Artist|Rock and Roll Hall of Fame|Academy of Country Music Awards|American Music Award for Favorite Pop/Rock Female Artist|American Music Award for Favorite Adult Contemporary Artist|BRIT Award for International Female Solo Artist|Grammy Award for Best Female Pop Vocal Performance|Grammy Award for Record of the Year|Grammy Award for Best Rock Album|Grammy Award for Best Female Rock Vocal Performance|People's Choice Awards,http://sherylcrow.com/,1960.0,Midwest,0.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q200586|https://en.wikipedia.org/wiki/Sheryl_Crow|https://musicbrainz.org/artist/80ccfede-c258-4575-a7ad-c982e9932e0f,3.0,high,high,high,0.0,,sheryl crow,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000708,review,0.95,6,2,1,+4:country ; +5:country music ; -3:rhythm and blues,Red Foley,Clyde Julian Foley,,"Clyde Julian Foley|Clyde Julian ""Red"" Foley",Q2135973,aff932c2-ec30-4ee9-9125-5f761aae61a4,0000000063089541,17407347,https://en.wikipedia.org/wiki/Red_Foley,1910.0,Blue Lick,,Kentucky,KY,United States,1968-09-19,1968.0,Fort Wayne,United States,singer-songwriter|musician|singer|radio personality,country music|gospel music|rockabilly|rhythm and blues|boogie,country,0.95,,,Conqueror Records|Melotone|Decca|American Record Company,star on Hollywood Walk of Fame,,1910.0,Appalachia,1.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Kentucky,https://www.wikidata.org/wiki/Q2135973|https://en.wikipedia.org/wiki/Red_Foley|https://musicbrainz.org/artist/aff932c2-ec30-4ee9-9125-5f761aae61a4,3.0,high,high,high,0.0,,red foley,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000714,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Dean Martin,Dino Paul Crocetti,The King of Cool,Dino Paul Crocetti|Dino Martini,Q215359,5e6c760b-42e0-4df4-a221-0269355da00a,0000000368598232,27252503,https://en.wikipedia.org/wiki/Dean_Martin,1917.0,Steubenville,Jefferson County,Ohio,OH,United States,1995-12-25,1995.0,Beverly Hills,United States,singer|jazz musician|screenwriter|comedian|manufacturer|film producer|television actor|actor|boxer|producer|writer|film actor,pop music|big band|easy listening|country music|jazz|traditional pop,country,0.95,voice,Rat Pack,Capitol Records|Reprise Records|MGM Records|EMI,Grammy Lifetime Achievement Award|star on Hollywood Walk of Fame,http://www.deanmartin.com/,1910.0,Midwest,1.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singers,https://www.wikidata.org/wiki/Q215359|https://en.wikipedia.org/wiki/Dean_Martin|https://musicbrainz.org/artist/5e6c760b-42e0-4df4-a221-0269355da00a,3.0,high,high,high,0.0,,dean martin,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000715,review,0.95,10,3,1,+4:country ; +5:country music ; +3:country pop ; -2:pop,Connie Francis,Concetta Rosa Maria Franconero,Connie Francis,,Q216341,5fcd7daf-25e1-47fd-9ba1-830b42708f84,0000000078274934,64191680,https://en.wikipedia.org/wiki/Connie_Francis,1937.0,Newark,Essex County,New Jersey,NJ,United States,2025-07-16,2025.0,Pompano Beach,United States,singer|television actor|songwriter|film actor|author|musician|actor,traditional pop|rock and roll|country pop|jazz|country music|folk music|pop music|vocal jazz,country,0.95,voice|piano,,MGM Records|Polydor|United Artists Records|Malaco Records|Legacy Recordings,Awit Awards|Italian Walk of Fame,http://www.conniefrancis.com,1930.0,Northeast,1.0,87.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q216341|https://en.wikipedia.org/wiki/Connie_Francis|https://musicbrainz.org/artist/5fcd7daf-25e1-47fd-9ba1-830b42708f84,3.0,high,high,high,0.0,,connie francis,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000720,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Rusty Draper,,,,Q2177389,ace6f283-8089-4538-9d8d-b603d2afcc5a,0000000071017468,24214106,https://en.wikipedia.org/wiki/Rusty_Draper,1923.0,Kirksville,Adair County,Missouri,MO,United States,2003-03-28,2003.0,Bellevue,United States,singer|radio personality|songwriter,pop music|country music,country,0.95,voice,,Mercury Records,,,1920.0,Midwest,1.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q2177389|https://en.wikipedia.org/wiki/Rusty_Draper|https://musicbrainz.org/artist/ace6f283-8089-4538-9d8d-b603d2afcc5a,3.0,high,high,high,0.0,,rusty draper,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000730,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Colbie Caillat,,,Colbie Marie Caillat|Coco,Q228860,efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9,0000000078492384,27390902,https://en.wikipedia.org/wiki/Colbie_Caillat,1985.0,Malibu,Los Angeles County,California,CA,United States,,,,United States,singer|singer-songwriter|songwriter|guitarist|pianist|record producer|recording artist,pop rock|country music,country,0.95,guitar|piano|voice,,Republic Records,,https://www.colbiecaillat.com/,1980.0,West,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q228860|https://en.wikipedia.org/wiki/Colbie_Caillat|https://musicbrainz.org/artist/efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9,3.0,high,high,high,0.0,,colbie caillat,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000731,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Jewel,Jewel Kilcher,,,Q229018,abae8575-ec8a-4736-abc3-1ad5093a68aa,0000000120330865,116188327,https://en.wikipedia.org/wiki/Jewel_(singer),1974.0,Payson,Utah County,Utah,UT,United States,,,,United States,singer-songwriter|singer|actor|songwriter|yodeler|guitarist|film actor|poet|writer|recording artist|composer,pop music|country music|folk music,country,0.95,guitar|voice,,Big Machine Records|Atlantic Records,MTV Video Music Award for Best Female Video,https://jeweljk.com/,1970.0,West,0.0,51.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q229018|https://en.wikipedia.org/wiki/Jewel_(singer)|https://musicbrainz.org/artist/abae8575-ec8a-4736-abc3-1ad5093a68aa,3.0,high,high,high,0.0,,jewel,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000735,review,0.95,5,2,1,+4:country ; +3:country pop ; -2:pop,Lucy Hale,Karen Lucille Hale,Lucy Kate Hale,Lucy Kate Hale|Karen Lucille Hale,Q229940,55489cf2-1d70-420f-a364-44b4e0eb276c,0000000366461363,230038140,https://en.wikipedia.org/wiki/Lucy_Hale,1989.0,Memphis,Shelby County,Tennessee,TN,United States,,,,United States,television actor|actor|singer|songwriter|film actor|designer|model,pop music|country pop|folk music,country,0.95,guitar|voice,,Hollywood Records|Jive Records|DMG Nashville,,http://www.lucyhale.com,1980.0,Appalachia,0.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q229940|https://en.wikipedia.org/wiki/Lucy_Hale|https://musicbrainz.org/artist/55489cf2-1d70-420f-a364-44b4e0eb276c,3.0,high,high,high,0.0,,lucy hale,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000736,review,0.95,13,4,1,+4:country ; +5:country music ; +3:country pop ; +3:country rock ; -2:pop,Billy Ray Cyrus,William Ray Cyrus,,William Ray Cyrus,Q231259,63e8d6f9-e247-45c9-aaf2-e079cddbdd54,0000000078397803,85737923,https://en.wikipedia.org/wiki/Billy_Ray_Cyrus,1961.0,Flatwoods,Greenup County,Kentucky,KY,United States,,,,United States,singer-songwriter|television actor|guitarist|television producer|film actor|film producer,country music|country pop|country rock|country blues,country,0.95,guitar|piano,,Curb Records|Disney Music Group|Lyric Street Records|Mercury Records|Monument Records|Walt Disney Records|Warner Bros. Records|Word|BMG Rights Management,Favorite Country Single|Favorite Country New Artist|Juno Award for Best Selling Single|Golden Raspberry Award for Worst Supporting Actor - Razzie Award,https://billyraycyrus.com,1960.0,Appalachia,0.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Kentucky,https://www.wikidata.org/wiki/Q231259|https://en.wikipedia.org/wiki/Billy_Ray_Cyrus|https://musicbrainz.org/artist/63e8d6f9-e247-45c9-aaf2-e079cddbdd54,3.0,high,high,high,0.0,,billy ray cyrus,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000739,review,0.95,10,3,1,+4:country ; +5:country music ; +3:country pop ; -2:pop,Nancy Sinatra,Nancy Sandra Sinatra,,Nancy Sandra Sinatra,Q233937,c2e36518-9c3b-4dcb-82ad-a3fc7fe99c67,0000000108026123,85476403,https://en.wikipedia.org/wiki/Nancy_Sinatra,1940.0,Jersey City,Hudson County,New Jersey,NJ,United States,,,,United States,singer|actor|songwriter|film actor|recording artist|musician|disc jockey,rock music|pop music|country music|country pop|traditional pop|jazz|folk music,country,0.95,voice,SAG-AFTRA|Screen Actors Guild,RCA Victor|Reprise Records|Private Stock Records|Elektra|Buena Vista Records|Attack Records,star on Hollywood Walk of Fame,https://nancysinatra.com/blog/,1940.0,Northeast,0.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q233937|https://en.wikipedia.org/wiki/Nancy_Sinatra|https://musicbrainz.org/artist/c2e36518-9c3b-4dcb-82ad-a3fc7fe99c67,3.0,high,high,high,0.0,,nancy sinatra,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000761,review,0.95,5,2,1,+4:country ; +5:country music ; -4:rap,Upchurch,,Upchurch,Ryan Upchurch|Ryan Edward Upchurch,Q24548680,513602fe-202a-4583-afb9-2a2aca8af55b,,,https://en.wikipedia.org/wiki/Upchurch_(musician),1991.0,Cheatham County,Cheatham County,Tennessee,TN,United States,,,,United States,songwriter|rapper|comedian|singer,country music|rap rock,country,0.95,voice,,,,https://www.youtube.com/@UpchurchOfficial,1990.0,Appalachia,0.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q24548680|https://en.wikipedia.org/wiki/Upchurch_(musician)|https://musicbrainz.org/artist/513602fe-202a-4583-afb9-2a2aca8af55b,3.0,high,high,high,0.0,,upchurch,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000764,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Sandy Posey,Sandra Lou Posey,,,Q2519668,ed682cfc-c080-46c6-baf9-2df4935db7ce,0000000055479523,50907449,https://en.wikipedia.org/wiki/Sandy_Posey,1944.0,Jasper,Walker County,Alabama,AL,United States,2024-07-20,2024.0,Lebanon,United States,singer|songwriter,pop music|country music|folk music,country,0.95,voice,,MGM Records,,,1940.0,South,1.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q2519668|https://en.wikipedia.org/wiki/Sandy_Posey|https://musicbrainz.org/artist/ed682cfc-c080-46c6-baf9-2df4935db7ce,3.0,high,high,high,0.0,,sandy posey,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000772,review,0.95,10,3,1,+4:country ; +5:country music ; +3:country pop ; -2:pop,Martina McBride,Martina Mariea Schiff,,Martina Mariea McBride,Q256732,b0a55bd8-60c7-45c1-b78e-f20e4c8adba1,0000000368592471,85658518,https://en.wikipedia.org/wiki/Martina_McBride,1966.0,Sharon,Barber County,Kansas,KS,United States,,,,United States,singer-songwriter|singer|film director,country music|country pop|folk music,country,0.95,voice,,RCA Records Nashville|Nashville Harbor Records & Entertainment,American Music Award for Favorite Country Female Artist|Country Music Association Award for Female Vocalist of the Year|Kansas Music Hall of Fame,http://www.martinamcbride.com,1960.0,Midwest,0.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q256732|https://en.wikipedia.org/wiki/Martina_McBride|https://musicbrainz.org/artist/b0a55bd8-60c7-45c1-b78e-f20e4c8adba1,3.0,high,high,high,0.0,,martina mcbride,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000773,review,0.95,6,2,1,+4:country ; +4:alternative country ; -2:pop,Lucinda Williams,Lucinda Gayl Williams,,Lucinda Gayle Williams,Q256813,21685b15-3074-446e-aa1d-ff7157014f53,000000007839803X,85900983,https://en.wikipedia.org/wiki/Lucinda_Williams,1953.0,Lake Charles,,Louisiana,LA,United States,,,,United States,singer-songwriter|composer|record producer|music arranger|entrepreneur|recording artist|singer,alternative country|folk music|pop rock|blues,country,0.95,guitar|voice,,Smithsonian Folkways Recordings|Rough Trade|Mercury Records|Lost Highway,Americana Lifetime Achievement Award for Songwriting|Grammy Awards,https://www.lucindawilliams.com,1950.0,South,0.0,73.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q256813|https://en.wikipedia.org/wiki/Lucinda_Williams|https://musicbrainz.org/artist/21685b15-3074-446e-aa1d-ff7157014f53,3.0,high,high,high,0.0,,lucinda williams,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000779,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Rita Coolidge,,,,Q268604,940b11e2-2df3-4374-9014-ff3fc710edef,000000011476638X,85581957,https://en.wikipedia.org/wiki/Rita_Coolidge,1945.0,Nashville,Davidson County,Tennessee,TN,United States,,,,United States,singer|painter|songwriter|film actor|actor|singer-songwriter|recording artist,pop music|country music|folk music,country,0.95,,,A&M Records,,http://www.ritacoolidge.com/,1940.0,Appalachia,0.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q268604|https://en.wikipedia.org/wiki/Rita_Coolidge|https://musicbrainz.org/artist/940b11e2-2df3-4374-9014-ff3fc710edef,3.0,high,high,high,0.0,,rita coolidge,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
artist_000780,review,0.95,7,2,1,+4:country ; +5:country music ; -2:pop,Maria McKee,Maria Louise McKee,,Maria Louise McKee|Maria Luisa McKee,Q269549,f8276a46-0c87-4d2f-a0d3-f22900f9cbfe,0000000078246220,32186537,https://en.wikipedia.org/wiki/Maria_McKee,1964.0,Los Angeles,Los Angeles County,California,CA,United States,,,,United States,singer|songwriter|singer-songwriter|recording artist,pop music|country music|folk music,country,0.95,voice,,Geffen Records,,http://mariamckeeinfo.com/,1960.0,West,0.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,restricted,US-born core country singer with reliable birth metadata,,Wikidata,,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q269549|https://en.wikipedia.org/wiki/Maria_McKee|https://musicbrainz.org/artist/f8276a46-0c87-4d2f-a0d3-f22900f9cbfe,3.0,high,high,high,0.0,,maria mckee,0.0,1.0,1.0,0.0,2.0,,,,1.0,,,,,,,,
