analysis_start_year,analysis_end_year,n_rows_main_country,n_unique_artists_main_country,n_artist_song_pairs_country,mean_age_release_country,mean_release_upload_gap_country,mean_complexity_main_country,mean_repetition_main_country,mean_playability_main_country,share_billboard_country
1946,2026,27042,810,26995,42.770245,16.378559,.10728803,.90867484,.89271194,.043709785
