state,year,death_type,deaths_count,mean_age
ALABAMA,1950,ACCIDENT,2,20.5
ALABAMA,1950,"DECLARED DEAD, CAPTURED, POW",4,21.0
ALABAMA,1950,"DECLARED DEAD, MISSING IN ACTION, MIA",2,
ALABAMA,1950,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",17,
ALABAMA,1950,KILLED IN ACTION,179,23.3
ALABAMA,1950,TOTAL,204,22.956521739130434
ALABAMA,1951,ACCIDENT,5,25.666666666666668
ALABAMA,1951,"DECLARED DEAD, CAPTURED, POW",22,27.0
ALABAMA,1951,"DECLARED DEAD, MISSING IN ACTION, MIA",4,22.75
ALABAMA,1951,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",18,
ALABAMA,1951,KILLED IN ACTION,190,22.916666666666668
ALABAMA,1951,TOTAL,239,23.818181818181817
ALABAMA,1952,ACCIDENT,12,24.9
ALABAMA,1952,"DECLARED DEAD, MISSING IN ACTION, MIA",6,27.166666666666668
ALABAMA,1952,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",12,24.5
ALABAMA,1952,KILLED IN ACTION,60,23.25
ALABAMA,1952,TOTAL,90,24.5
ALABAMA,1953,ACCIDENT,4,21.5
ALABAMA,1953,"DECLARED DEAD, CAPTURED, POW",1,
ALABAMA,1953,"DECLARED DEAD, MISSING IN ACTION, MIA",68,25.923076923076923
ALABAMA,1953,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",3,
ALABAMA,1953,KILLED IN ACTION,50,22.166666666666668
ALABAMA,1953,TOTAL,126,23.925925925925927
ALABAMA,1954,"DECLARED DEAD, CAPTURED, POW",1,19.0
ALABAMA,1954,"DECLARED DEAD, MISSING IN ACTION, MIA",14,25.142857142857142
ALABAMA,1954,KILLED IN ACTION,1,
ALABAMA,1954,TOTAL,16,24.375
ALABAMA,1963,KILLED IN ACTION,1,34.0
ALABAMA,1963,"KILLED IN ACTION, EXPLOSIVE DEVICE",1,36.0
ALABAMA,1963,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",1,23.0
ALABAMA,1963,TOTAL,3,31.0
ALABAMA,1964,"KILLED IN ACTION, SMALL ARMS FIRE",1,32.0
ALABAMA,1964,TOTAL,1,32.0
ALABAMA,1965,"ACCIDENT, DROWNING",1,22.0
ALABAMA,1965,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",4,26.5
ALABAMA,1965,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",1,33.0
ALABAMA,1965,"ACCIDENT, OTHER ACCIDENT",4,27.25
ALABAMA,1965,"ACCIDENT, VEHICLE CRASH (MC)",1,30.0
ALABAMA,1965,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
ALABAMA,1965,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,32.0
ALABAMA,1965,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,23.0
ALABAMA,1965,"ILLNESS, INFECTIOUS DISEASE",1,51.0
ALABAMA,1965,KILLED IN ACTION,1,42.0
ALABAMA,1965,"KILLED IN ACTION, EXPLOSIVE DEVICE",5,23.8
ALABAMA,1965,"KILLED IN ACTION, GRENADE",4,22.75
ALABAMA,1965,"KILLED IN ACTION, SMALL ARMS FIRE",21,26.38095238095238
ALABAMA,1965,TOTAL,46,26.804347826086957
ALABAMA,1966,ACCIDENT,1,20.0
ALABAMA,1966,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",2,33.0
ALABAMA,1966,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",2,24.0
ALABAMA,1966,"ACCIDENT, DROWNING",2,26.0
ALABAMA,1966,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",4,24.0
ALABAMA,1966,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",3,24.333333333333332
ALABAMA,1966,"ACCIDENT, OTHER ACCIDENT",3,22.333333333333332
ALABAMA,1966,"ACCIDENT, VEHICLE CRASH (MC)",3,25.0
ALABAMA,1966,"DIED OF WOUNDS, BURNS/SMOKE INHALATION, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
ALABAMA,1966,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",3,22.666666666666668
ALABAMA,1966,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",6,24.166666666666668
ALABAMA,1966,"DIED OF WOUNDS, HELICOPTER CRASH -- CREW (MC), WOUNDED IN ACTION (VERY SERIOUS), WIA",1,25.0
ALABAMA,1966,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",8,25.0
ALABAMA,1966,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
ALABAMA,1966,"ILLNESS, INFECTIOUS DISEASE",3,37.0
ALABAMA,1966,KILLED IN ACTION,11,25.363636363636363
ALABAMA,1966,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",2,28.5
ALABAMA,1966,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",1,22.0
ALABAMA,1966,"KILLED IN ACTION, EXPLOSIVE DEVICE",20,21.1
ALABAMA,1966,"KILLED IN ACTION, GRENADE",19,21.68421052631579
ALABAMA,1966,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",2,36.5
ALABAMA,1966,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",1,23.0
ALABAMA,1966,"KILLED IN ACTION, SMALL ARMS FIRE",58,23.017241379310345
ALABAMA,1966,"PRESUMED DEAD, DROWNING, MISSING, MSG",1,20.0
ALABAMA,1966,TOTAL,158,23.61392405063291
ALABAMA,1967,ACCIDENT,1,20.0
ALABAMA,1967,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",2,39.0
ALABAMA,1967,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",2,32.5
ALABAMA,1967,"ACCIDENT, DROWNING",4,20.75
ALABAMA,1967,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",3,24.333333333333332
ALABAMA,1967,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",8,24.625
ALABAMA,1967,"ACCIDENT, OTHER ACCIDENT",6,23.666666666666668
ALABAMA,1967,"ACCIDENT, SHIP/SUBMARINE ACCIDENT AT SEA (MC)",1,21.0
ALABAMA,1967,"ACCIDENT, VEHICLE CRASH (MC)",3,23.333333333333332
ALABAMA,1967,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",3,29.333333333333332
ALABAMA,1967,"DECLARED DEAD, MISSING IN ACTION, MIA",1,18.0
ALABAMA,1967,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",3,20.666666666666668
ALABAMA,1967,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
ALABAMA,1967,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",5,20.0
ALABAMA,1967,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",6,24.166666666666668
ALABAMA,1967,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,32.0
ALABAMA,1967,HOMICIDE,1,19.0
ALABAMA,1967,"ILLNESS, INFECTIOUS DISEASE",1,34.0
ALABAMA,1967,KILLED IN ACTION,27,24.77777777777778
ALABAMA,1967,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",2,36.5
ALABAMA,1967,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",18,21.27777777777778
ALABAMA,1967,"KILLED IN ACTION, DROWNING",1,19.0
ALABAMA,1967,"KILLED IN ACTION, EXPLOSIVE DEVICE",23,20.73913043478261
ALABAMA,1967,"KILLED IN ACTION, GRENADE",34,23.647058823529413
ALABAMA,1967,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",1,37.0
ALABAMA,1967,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",2,20.0
ALABAMA,1967,"KILLED IN ACTION, SMALL ARMS FIRE",57,21.614035087719298
ALABAMA,1967,TOTAL,217,23.05069124423963
ALABAMA,1968,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",2,34.5
ALABAMA,1968,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,34.0
ALABAMA,1968,"ACCIDENT, BURNS/SMOKE INHALATION",1,21.0
ALABAMA,1968,"ACCIDENT, DROWNING",4,22.5
ALABAMA,1968,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",3,21.666666666666668
ALABAMA,1968,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",4,30.75
ALABAMA,1968,"ACCIDENT, OTHER ACCIDENT",11,20.90909090909091
ALABAMA,1968,"ACCIDENT, VEHICLE CRASH (MC)",3,21.666666666666668
ALABAMA,1968,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",2,33.0
ALABAMA,1968,"DECLARED DEAD, HELICOPTER CRASH -- PASSENGER (MC), MISSING IN ACTION, MIA",1,31.0
ALABAMA,1968,"DECLARED DEAD, MISSING IN ACTION, MIA",1,34.0
ALABAMA,1968,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",10,22.1
ALABAMA,1968,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",7,22.714285714285715
ALABAMA,1968,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,18.75
ALABAMA,1968,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",8,22.25
ALABAMA,1968,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",5,21.8
ALABAMA,1968,HOMICIDE,1,25.0
ALABAMA,1968,"ILLNESS, HEART RELATED",3,43.333333333333336
ALABAMA,1968,"ILLNESS, INFECTIOUS DISEASE",2,21.0
ALABAMA,1968,KILLED IN ACTION,14,22.928571428571427
ALABAMA,1968,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",1,25.0
ALABAMA,1968,"KILLED IN ACTION, AIRCRAFT CRASH -- PASSENGER (MC)",1,27.0
ALABAMA,1968,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",43,21.837209302325583
ALABAMA,1968,"KILLED IN ACTION, BURNS/SMOKE INHALATION",2,27.0
ALABAMA,1968,"KILLED IN ACTION, EXPLOSIVE DEVICE",40,21.15
ALABAMA,1968,"KILLED IN ACTION, GRENADE",44,22.431818181818183
ALABAMA,1968,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",5,24.2
ALABAMA,1968,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",6,29.666666666666668
ALABAMA,1968,"KILLED IN ACTION, SMALL ARMS FIRE",102,21.176470588235293
ALABAMA,1968,"KILLED IN ACTION, VEHICLE CRASH (MC)",1,21.0
ALABAMA,1968,"PRESUMED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING, MSG",1,27.0
ALABAMA,1968,SELF-INFLICTED,2,27.0
ALABAMA,1968,TOTAL,335,22.46865671641791
ALABAMA,1969,ACCIDENT,2,32.0
ALABAMA,1969,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",1,20.0
ALABAMA,1969,"ACCIDENT, BURNS/SMOKE INHALATION",3,26.333333333333332
ALABAMA,1969,"ACCIDENT, DROWNING",4,21.25
ALABAMA,1969,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",3,26.0
ALABAMA,1969,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",4,21.25
ALABAMA,1969,"ACCIDENT, OTHER ACCIDENT",8,21.0
ALABAMA,1969,"ACCIDENT, VEHICLE CRASH (MC)",4,25.75
ALABAMA,1969,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,34.0
ALABAMA,1969,"DECLARED DEAD, MISSING IN ACTION, MIA",2,20.5
ALABAMA,1969,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,23.5
ALABAMA,1969,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",9,21.77777777777778
ALABAMA,1969,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",6,19.5
ALABAMA,1969,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",8,24.375
ALABAMA,1969,"ILLNESS, HEART RELATED",1,38.0
ALABAMA,1969,"ILLNESS, INFECTIOUS DISEASE",3,23.333333333333332
ALABAMA,1969,KILLED IN ACTION,8,20.375
ALABAMA,1969,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",2,26.5
ALABAMA,1969,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",21,23.095238095238095
ALABAMA,1969,"KILLED IN ACTION, BURNS/SMOKE INHALATION",2,23.5
ALABAMA,1969,"KILLED IN ACTION, DROWNING",1,20.0
ALABAMA,1969,"KILLED IN ACTION, EXPLOSIVE DEVICE",24,21.791666666666668
ALABAMA,1969,"KILLED IN ACTION, GRENADE",36,22.166666666666668
ALABAMA,1969,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",6,21.166666666666668
ALABAMA,1969,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",2,20.0
ALABAMA,1969,"KILLED IN ACTION, SMALL ARMS FIRE",50,21.7
ALABAMA,1969,"KILLED IN ACTION, VEHICLE CRASH (MC)",3,24.333333333333332
ALABAMA,1969,SELF-INFLICTED,2,20.5
ALABAMA,1969,TOTAL,220,22.37272727272727
ALABAMA,1970,ACCIDENT,1,20.0
ALABAMA,1970,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",2,27.0
ALABAMA,1970,"ACCIDENT, DROWNING",3,19.333333333333332
ALABAMA,1970,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",6,24.5
ALABAMA,1970,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",2,23.5
ALABAMA,1970,"ACCIDENT, OTHER ACCIDENT",10,21.3
ALABAMA,1970,"ACCIDENT, VEHICLE CRASH (MC)",2,25.5
ALABAMA,1970,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,20.0
ALABAMA,1970,"DIED OF WOUNDS, BURNS/SMOKE INHALATION, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
ALABAMA,1970,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,24.5
ALABAMA,1970,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,23.0
ALABAMA,1970,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,22.0
ALABAMA,1970,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,22.0
ALABAMA,1970,HOMICIDE,5,26.4
ALABAMA,1970,"ILLNESS, INFECTIOUS DISEASE",5,22.4
ALABAMA,1970,KILLED IN ACTION,4,29.75
ALABAMA,1970,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",1,27.0
ALABAMA,1970,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",7,25.285714285714285
ALABAMA,1970,"KILLED IN ACTION, EXPLOSIVE DEVICE",13,21.307692307692307
ALABAMA,1970,"KILLED IN ACTION, GRENADE",17,21.176470588235293
ALABAMA,1970,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",5,23.0
ALABAMA,1970,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",1,36.0
ALABAMA,1970,"KILLED IN ACTION, SMALL ARMS FIRE",20,20.85
ALABAMA,1970,SELF-INFLICTED,2,24.0
ALABAMA,1970,TOTAL,120,22.725
ALABAMA,1971,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",2,30.5
ALABAMA,1971,"ACCIDENT, DROWNING",2,20.5
ALABAMA,1971,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",6,26.833333333333332
ALABAMA,1971,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",4,22.5
ALABAMA,1971,"ACCIDENT, OTHER ACCIDENT",5,24.0
ALABAMA,1971,"ACCIDENT, VEHICLE CRASH (MC)",1,22.0
ALABAMA,1971,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,36.0
ALABAMA,1971,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,20.0
ALABAMA,1971,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,20.0
ALABAMA,1971,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
ALABAMA,1971,HOMICIDE,1,30.0
ALABAMA,1971,"ILLNESS, HEART RELATED",2,35.0
ALABAMA,1971,KILLED IN ACTION,5,22.4
ALABAMA,1971,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",3,22.666666666666668
ALABAMA,1971,"KILLED IN ACTION, EXPLOSIVE DEVICE",11,23.454545454545453
ALABAMA,1971,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",2,24.0
ALABAMA,1971,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",2,19.5
ALABAMA,1971,"KILLED IN ACTION, SMALL ARMS FIRE",13,21.692307692307693
ALABAMA,1971,"KILLED IN ACTION, VEHICLE CRASH (MC)",1,21.0
ALABAMA,1971,TOTAL,64,23.75
ALABAMA,1972,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",1,38.0
ALABAMA,1972,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,39.0
ALABAMA,1972,"ACCIDENT, DROWNING",1,29.0
ALABAMA,1972,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",3,24.333333333333332
ALABAMA,1972,"ACCIDENT, OTHER ACCIDENT",2,21.5
ALABAMA,1972,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,24.0
ALABAMA,1972,"DECLARED DEAD, HELICOPTER CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,28.0
ALABAMA,1972,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,29.0
ALABAMA,1972,HOMICIDE,1,36.0
ALABAMA,1972,"ILLNESS, HEART RELATED",1,37.0
ALABAMA,1972,"ILLNESS, INFECTIOUS DISEASE",1,44.0
ALABAMA,1972,KILLED IN ACTION,4,24.25
ALABAMA,1972,"KILLED IN ACTION, EXPLOSIVE DEVICE",1,27.0
ALABAMA,1972,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",2,22.5
ALABAMA,1972,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",1,21.0
ALABAMA,1972,TOTAL,22,27.727272727272727
ALABAMA,1973,"ILLNESS, INFECTIOUS DISEASE",1,41.0
ALABAMA,1973,TOTAL,1,41.0
ALABAMA,1974,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,33.0
ALABAMA,1974,KILLED IN ACTION,1,30.0
ALABAMA,1974,TOTAL,2,31.5
ALABAMA,1975,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",1,20.0
ALABAMA,1975,"DIED OF WOUNDS, HELICOPTER CRASH -- CREW (MC), WOUNDED IN ACTION (VERY SERIOUS), WIA",1,27.0
ALABAMA,1975,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",1,34.0
ALABAMA,1975,TOTAL,3,27.0
ALABAMA,1977,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,32.0
ALABAMA,1977,TOTAL,1,32.0
ALABAMA,1979,KILLED IN ACTION,1,26.0
ALABAMA,1979,TOTAL,1,26.0
ALABAMA,1985,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,44.0
ALABAMA,1985,TOTAL,1,44.0
ALABAMA,1988,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,52.0
ALABAMA,1988,TOTAL,1,52.0
ALABAMA,1989,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,53.0
ALABAMA,1989,TOTAL,1,53.0
ALABAMA,1998,KILLED IN ACTION,2,61.5
ALABAMA,1998,TOTAL,2,61.5
ALABAMA,1999,"DECLARED DEAD, CAPTURED, POW",17,
ALABAMA,1999,"DECLARED DEAD, MISSING IN ACTION, MIA",5,78.4
ALABAMA,1999,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,63.0
ALABAMA,1999,KILLED IN ACTION,1,67.0
ALABAMA,1999,"PRESUMED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING, MSG",1,56.0
ALABAMA,1999,TOTAL,25,72.25
ALABAMA,2000,"DECLARED DEAD, CAPTURED, POW",2,
ALABAMA,2000,"DECLARED DEAD, HELICOPTER CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,52.0
ALABAMA,2000,KILLED IN ACTION,1,50.0
ALABAMA,2000,TOTAL,4,51.0
ALABAMA,2001,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,70.0
ALABAMA,2001,"DECLARED DEAD, HELICOPTER CRASH -- PASSENGER (MC), MISSING IN ACTION, MIA",1,61.0
ALABAMA,2001,TOTAL,2,65.5
ALABAMA,2003,KILLED IN ACTION,1,65.0
ALABAMA,2003,TOTAL,1,65.0
ALABAMA,2005,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,70.0
ALABAMA,2005,"PRESUMED DEAD, HELICOPTER CRASH -- PASSENGER (MC), MISSING, MSG",1,56.0
ALABAMA,2005,TOTAL,2,63.0
ALASKA,1950,KILLED IN ACTION,5,
ALASKA,1950,TOTAL,5,
ALASKA,1951,ACCIDENT,1,
ALASKA,1951,TOTAL,1,
ALASKA,1952,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
ALASKA,1952,KILLED IN ACTION,1,
ALASKA,1952,TOTAL,2,21.0
ALASKA,1953,KILLED IN ACTION,1,21.0
ALASKA,1953,TOTAL,1,21.0
ALASKA,1962,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,23.0
ALASKA,1962,TOTAL,1,23.0
ALASKA,1965,"ACCIDENT, VEHICLE CRASH (MC)",1,23.0
ALASKA,1965,KILLED IN ACTION,1,21.0
ALASKA,1965,TOTAL,2,22.0
ALASKA,1966,"ACCIDENT, OTHER ACCIDENT",1,19.0
ALASKA,1966,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,24.0
ALASKA,1966,"KILLED IN ACTION, SMALL ARMS FIRE",1,18.0
ALASKA,1966,TOTAL,3,20.333333333333332
ALASKA,1967,ACCIDENT,1,24.0
ALASKA,1967,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,33.0
ALASKA,1967,KILLED IN ACTION,1,25.0
ALASKA,1967,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",3,22.0
ALASKA,1967,"KILLED IN ACTION, EXPLOSIVE DEVICE",1,19.0
ALASKA,1967,"KILLED IN ACTION, GRENADE",2,20.0
ALASKA,1967,"KILLED IN ACTION, SMALL ARMS FIRE",3,29.666666666666668
ALASKA,1967,TOTAL,12,24.666666666666668
ALASKA,1968,"ACCIDENT, DROWNING",1,23.0
ALASKA,1968,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,19.0
ALASKA,1968,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,19.5
ALASKA,1968,KILLED IN ACTION,1,23.0
ALASKA,1968,"KILLED IN ACTION, EXPLOSIVE DEVICE",2,18.0
ALASKA,1968,"KILLED IN ACTION, GRENADE",2,30.0
ALASKA,1968,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",2,23.0
ALASKA,1968,"KILLED IN ACTION, SMALL ARMS FIRE",2,19.0
ALASKA,1968,TOTAL,13,21.846153846153847
ALASKA,1969,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,22.0
ALASKA,1969,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,21.0
ALASKA,1969,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",1,20.0
ALASKA,1969,"ACCIDENT, OTHER ACCIDENT",2,20.0
ALASKA,1969,KILLED IN ACTION,1,20.0
ALASKA,1969,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",1,24.0
ALASKA,1969,"KILLED IN ACTION, EXPLOSIVE DEVICE",1,23.0
ALASKA,1969,"KILLED IN ACTION, GRENADE",3,21.0
ALASKA,1969,"KILLED IN ACTION, OTHER ACCIDENT",1,18.0
ALASKA,1969,TOTAL,12,20.916666666666668
ALASKA,1970,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,22.0
ALASKA,1970,"ACCIDENT, OTHER ACCIDENT",1,20.0
ALASKA,1970,"ACCIDENT, VEHICLE CRASH (MC)",1,18.0
ALASKA,1970,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
ALASKA,1970,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
ALASKA,1970,"DIED OF WOUNDS, HELICOPTER CRASH -- CREW (MC), WOUNDED IN ACTION (VERY SERIOUS), WIA",1,24.0
ALASKA,1970,"ILLNESS, INFECTIOUS DISEASE",1,26.0
ALASKA,1970,"KILLED IN ACTION, SMALL ARMS FIRE",1,20.0
ALASKA,1970,TOTAL,8,21.5
ALASKA,1971,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",1,33.0
ALASKA,1971,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",1,18.0
ALASKA,1971,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",1,21.0
ALASKA,1971,TOTAL,3,24.0
ALASKA,1972,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,20.0
ALASKA,1972,TOTAL,1,20.0
ALASKA,1973,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",1,23.0
ALASKA,1973,TOTAL,1,23.0
ALASKA,1990,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,61.0
ALASKA,1990,TOTAL,1,61.0
ALASKA,1999,"DECLARED DEAD, CAPTURED, POW",1,
ALASKA,1999,TOTAL,1,
