state,year,death_type,deaths_count,mean_age
Minnesota,2005,Non-hostile - jet crash,1,30.0
Minnesota,2005,Non-hostile - vehicle accident,3,23.666666666666668
Minnesota,2005,TOTAL,19,27.789473684210527
Minnesota,2006,Hostile - hostile fire - IED attack,10,22.2
Minnesota,2006,Hostile - hostile fire - small arms fire,1,23.0
Minnesota,2006,Non-hostile - helicopter crash,1,31.0
Minnesota,2006,Non-hostile - vehicle accident,1,23.0
Minnesota,2006,TOTAL,13,23.0
Minnesota,2007,Hostile - hostile fire,2,23.5
Minnesota,2007,Hostile - hostile fire - IED attack,10,24.0
Minnesota,2007,Hostile - hostile fire - small arms fire,2,31.0
Minnesota,2007,Non-hostile,1,31.0
Minnesota,2007,Non-hostile - illness - heart attack,1,44.0
Minnesota,2007,TOTAL,16,26.5
Minnesota,2008,Hostile - hostile fire - IED attack,2,26.0
Minnesota,2008,Hostile - hostile fire - small arms fire,1,29.0
Minnesota,2008,Non-hostile - suicide,1,22.0
Minnesota,2008,TOTAL,4,25.75
Minnesota,2009,Hostile - hostile fire - IED attack,4,26.5
Minnesota,2009,Hostile - hostile fire - helicopter crash,1,35.0
Minnesota,2009,Hostile - hostile fire - indirect fire,3,23.0
Minnesota,2009,Hostile - hostile fire - small arms fire,1,21.0
Minnesota,2009,Non-hostile - airplane crash,1,27.0
Minnesota,2009,Non-hostile - vehicle rollover,1,25.0
Minnesota,2009,TOTAL,11,25.727272727272727
Minnesota,2010,Hostile - hostile fire,2,20.5
Minnesota,2010,Hostile - hostile fire - IED attack,3,26.0
Minnesota,2010,"Hostile - hostile fire - RPG, small arms fire",1,23.0
Minnesota,2010,"Hostile - hostile fire - small arms fire, rpg",1,22.0
Minnesota,2010,Non-hostile,1,35.0
Minnesota,2010,Non-hostile - helicopter crash,2,34.5
Minnesota,2010,TOTAL,10,26.8
Minnesota,2011,Hostile - hostile fire - IED attack,3,16.666666666666668
Minnesota,2011,Hostile - hostile fire - Rocket fire,1,20.0
Minnesota,2011,Hostile - hostile fire - helicopter crash (CH-47 Chinook),2,15.5
Minnesota,2011,Hostile - hostile fire - small arms fire,1,25.0
Minnesota,2011,TOTAL,7,18.0
Minnesota,2012,Hostile - hostile fire - IED attack,1,23.0
Minnesota,2012,Hostile - hostile fire - small arms fire,1,23.0
Minnesota,2012,TOTAL,2,23.0
Minnesota,2014,Hostile - hostile fire - IED attack,1,20.0
Minnesota,2014,TOTAL,1,20.0
Minnesota,2015,Hostile - hostile fire - suicide bomber,1,36.0
Minnesota,2015,TOTAL,1,36.0
Minnesota,2018,Non-Hostile - injury,1,48.0
Minnesota,2018,TOTAL,1,48.0
Mississippi,2001,Non-hostile,1,38.0
Mississippi,2001,TOTAL,1,38.0
Mississippi,2002,Non-hostile,1,29.0
Mississippi,2002,TOTAL,1,29.0
Mississippi,2003,Hostile - helicopter crash,2,21.0
Mississippi,2003,Hostile - helicopter crash (missile attack),1,30.0
Mississippi,2003,Hostile - hostile fire,2,26.0
Mississippi,2003,Hostile - hostile fire - IED attack,1,24.0
Mississippi,2003,Hostile - hostile fire - mine,1,25.0
Mississippi,2003,Hostile - hostile fire - rocket attack,1,22.0
Mississippi,2003,Non-Hostile - Illness,1,39.0
Mississippi,2003,Non-hostile - vehicle accident,1,28.0
Mississippi,2003,TOTAL,10,26.2
Mississippi,2004,Hostile - hostile fire,1,19.0
Mississippi,2004,Hostile - hostile fire - IED attack,3,25.333333333333332
Mississippi,2004,Hostile - hostile fire - RPG attack,1,23.0
Mississippi,2004,Hostile - hostile fire - car bomb,1,27.0
Mississippi,2004,TOTAL,6,24.166666666666668
Mississippi,2005,Hostile - hostile fire - IED attack,11,29.636363636363637
Mississippi,2005,Hostile - hostile fire - car bomb,1,24.0
Mississippi,2005,Hostile - hostile fire - small arms fire,1,24.0
Mississippi,2005,Hostile - hostile fire - suicide car bomb,2,24.0
Mississippi,2005,Non-hostile - vehicle accident,4,27.5
Mississippi,2005,TOTAL,19,28.0
Mississippi,2006,Hostile - hostile fire - IED attack,2,25.0
Mississippi,2006,Hostile - hostile fire - small arms fire,1,36.0
Mississippi,2006,Non-hostile - helicopter crash,3,31.666666666666668
Mississippi,2006,TOTAL,6,30.166666666666668
Mississippi,2007,Hostile - hostile fire,1,20.0
Mississippi,2007,Hostile - hostile fire - IED attack,5,28.0
Mississippi,2007,Non-hostile,1,26.0
Mississippi,2007,Non-hostile - injury,1,39.0
Mississippi,2007,TOTAL,8,28.125
Mississippi,2008,Hostile - hostile fire - IED attack,1,22.0
Mississippi,2008,Hostile - hostile fire - mortar attack,1,40.0
Mississippi,2008,Hostile - hostile fire - small arms fire,2,22.5
Mississippi,2008,Hostile - hostile fire - suicide bomber,1,28.0
Mississippi,2008,Non-hostile,1,27.0
Mississippi,2008,TOTAL,6,27.0
Mississippi,2009,Hostile - hostile fire - IED attack,2,34.0
Mississippi,2009,TOTAL,2,34.0
Mississippi,2010,Hostile - hostile fire,1,27.0
Mississippi,2010,Hostile - hostile fire - IED attack,4,26.5
Mississippi,2010,Hostile - hostile fire - indirect fire,1,29.0
Mississippi,2010,Hostile - hostile fire - small arms fire,2,23.0
Mississippi,2010,TOTAL,8,26.0
Mississippi,2011,Hostile - hostile fire - IED attack,3,26.0
Mississippi,2011,Non-hostile,1,35.0
Mississippi,2011,TOTAL,4,28.25
Mississippi,2012,Hostile - hostile fire - IED attack,1,38.0
Mississippi,2012,Hostile - hostile fire - small arms fire,1,55.0
Mississippi,2012,Hostile - hostile fire - small arms fire - Green on Blue,1,22.0
Mississippi,2012,Non-Hostile - Illness,1,42.0
Mississippi,2012,Non-hostile,1,20.0
Mississippi,2012,TOTAL,5,35.4
Mississippi,2013,Non-hostile - helicopter crash,1,22.0
Mississippi,2013,TOTAL,1,22.0
Missouri,2002,Hostile - hostile fire,1,31.0
Missouri,2002,TOTAL,1,31.0
Missouri,2003,Hostile - helicopter crash,1,37.0
Missouri,2003,Hostile - helicopter crash (missile attack),1,29.0
Missouri,2003,Hostile - hostile fire - IED attack,2,23.0
Missouri,2003,Hostile - hostile fire - ambush,1,33.0
Missouri,2003,Hostile - hostile fire - bomb,1,25.0
Missouri,2003,Hostile - hostile fire - grenade,1,21.0
Missouri,2003,Hostile - vehicle accident,1,22.0
Missouri,2003,Non-Hostile - Accident - helicopter,1,31.0
Missouri,2003,Non-hostile - illness - pneumonia?,1,20.0
Missouri,2003,Non-hostile - vehicle accident,2,30.0
Missouri,2003,TOTAL,12,27.0
Missouri,2004,Hostile - hostile fire,1,21.0
Missouri,2004,Hostile - hostile fire - IED attack,4,32.75
Missouri,2004,Hostile - hostile fire - car bomb,1,25.0
Missouri,2004,Non-Hostile - Ordnance explosion,1,37.0
Missouri,2004,Non-hostile,1,35.0
Missouri,2004,Non-hostile - helicopter crash,1,29.0
Missouri,2004,Non-hostile - vehicle accident,1,36.0
Missouri,2004,TOTAL,10,31.4
Missouri,2005,Hostile - hostile fire - IED attack,12,25.083333333333332
Missouri,2005,Hostile - hostile fire - explosion,1,30.0
Missouri,2005,Hostile - hostile fire - mine,1,22.0
Missouri,2005,Non-hostile - helicopter crash,1,29.0
Missouri,2005,Non-hostile - non-combat related injuries,1,25.0
Missouri,2005,Non-hostile - unspecified cause,1,21.0
Missouri,2005,Non-hostile - vehicle accident,1,22.0
Missouri,2005,Non-hostile - weapon discharge (suicide),1,19.0
Missouri,2005,TOTAL,19,24.68421052631579
Missouri,2006,Hostile - helicopter crash,1,37.0
Missouri,2006,Hostile - hostile fire,2,21.5
Missouri,2006,Hostile - hostile fire - IED attack,10,27.2
Missouri,2006,Hostile - hostile fire - grenade,1,28.0
Missouri,2006,Hostile - hostile fire - mortar attack,1,21.0
Missouri,2006,Hostile - hostile fire - small arms fire,1,18.0
Missouri,2006,"Hostile - hostile fire - small arms fire, IED",1,27.0
Missouri,2006,"Hostile - hostile fire - small arms fire, mortar",1,22.0
Missouri,2006,Non-hostile,1,33.0
Missouri,2006,Non-hostile - helicopter crash,1,43.0
Missouri,2006,Non-hostile - suicide,1,47.0
Missouri,2006,Non-hostile - vehicle accident,1,23.0
Missouri,2006,TOTAL,22,27.90909090909091
Missouri,2007,Hostile - helicopter crash (RPG attack),1,33.0
Missouri,2007,Hostile - hostile fire,1,21.0
Missouri,2007,Hostile - hostile fire - IED attack,12,27.25
Missouri,2007,Hostile - hostile fire - small arms fire,1,47.0
Missouri,2007,Non-hostile,2,23.0
Missouri,2007,Non-hostile - helicopter crash,2,21.5
Missouri,2007,TOTAL,19,27.210526315789473
Missouri,2008,Hostile - hostile fire,1,20.0
Missouri,2008,Hostile - hostile fire - IED attack,7,26.0
Missouri,2008,Hostile - hostile fire - IED attack (house borne),1,22.0
Missouri,2008,Hostile - hostile fire - RPG attack,1,27.0
Missouri,2008,Hostile - hostile fire - small arms fire,2,30.0
Missouri,2008,"Hostile - hostile fire - small arms fire, rpg",1,20.0
Missouri,2008,Non-hostile,2,37.0
Missouri,2008,TOTAL,15,27.0
Missouri,2009,Hostile - hostile fire,2,27.0
Missouri,2009,Hostile - hostile fire - IED attack,5,28.6
Missouri,2009,Hostile - hostile fire - helicopter crash,1,30.0
Missouri,2009,Hostile - hostile fire - small arms fire,1,20.0
Missouri,2009,Hostile - hostile fire - suicide truck bomb,1,25.0
Missouri,2009,Non-hostile,2,20.5
Missouri,2009,Non-hostile - small arms fire,1,20.0
Missouri,2009,TOTAL,13,25.615384615384617
Missouri,2010,Hostile - hostile fire,2,22.0
Missouri,2010,Hostile - hostile fire - IED attack,7,29.142857142857142
Missouri,2010,"Hostile - hostile fire - RPG, small arms fire",1,45.0
Missouri,2010,Hostile - hostile fire - indirect fire,1,24.0
Missouri,2010,Hostile - hostile fire - suicide bomber,1,20.0
Missouri,2010,Non-hostile,3,26.333333333333332
Missouri,2010,Non-hostile - helicopter crash,1,26.0
Missouri,2010,TOTAL,16,27.625
Missouri,2011,Hostile - hostile fire - IED attack,5,29.4
Missouri,2011,Hostile - hostile fire - helicopter crash (CH-47 Chinook),1,37.0
Missouri,2011,Hostile - hostile fire - indirect fire,1,32.0
Missouri,2011,Hostile - hostile fire - suicide bomber (grenades),1,21.0
Missouri,2011,Non-hostile - vehicle accident (rollover),1,37.0
Missouri,2011,TOTAL,9,30.444444444444443
Missouri,2012,Hostile - hostile fire - IED attack,4,22.0
Missouri,2012,TOTAL,4,22.0
Missouri,2013,Hostile - hostile fire - IED attack,2,22.0
Missouri,2013,TOTAL,2,22.0
Missouri,2014,Hostile - hostile fire,1,20.0
Missouri,2014,TOTAL,1,20.0
Missouri,2019,Hostile - hostile fire - suicide bomber,1,42.0
Missouri,2019,Non-hostile - vehicle accident,1,20.0
Missouri,2019,TOTAL,2,31.0
Missouri,2021,Hostile - hostile fire - suicide bomber,1,20.0
Missouri,2021,TOTAL,1,20.0
Montana,2003,Hostile - hostile fire - IED attack,1,27.0
Montana,2003,TOTAL,1,27.0
Montana,2004,Hostile - hostile fire,2,21.5
Montana,2004,Hostile - hostile fire - IED attack,1,26.0
Montana,2004,Non-hostile - vehicle accident,1,20.0
Montana,2004,TOTAL,4,22.25
Montana,2005,Hostile - hostile fire - IED attack,4,25.0
Montana,2005,Hostile - unspecified injury,1,42.0
Montana,2005,Non-hostile - vehicle accident,1,23.0
Montana,2005,TOTAL,6,27.5
Montana,2006,Hostile - hostile fire,1,35.0
Montana,2006,Hostile - hostile fire - IED attack,1,27.0
Montana,2006,Hostile - hostile fire - small arms fire,1,20.0
Montana,2006,Hostile - hostile fire - suicide car bomb,1,28.0
Montana,2006,TOTAL,4,27.5
Montana,2007,Hostile - friendly fire,1,18.0
Montana,2007,Hostile - hostile fire - IED attack,4,27.0
Montana,2007,Hostile - hostile fire - small arms fire,1,35.0
Montana,2007,Non-hostile,1,19.0
Montana,2007,Non-hostile - vehicle rollover,1,26.0
Montana,2007,TOTAL,8,25.75
Montana,2008,Hostile - hostile fire - IED attack,2,31.5
Montana,2008,Non-hostile,2,23.0
Montana,2008,TOTAL,4,27.25
Montana,2009,Hostile - hostile fire,1,23.0
Montana,2009,Hostile - hostile fire - IED attack,2,33.0
Montana,2009,Non-hostile,2,22.0
Montana,2009,TOTAL,5,26.6
Montana,2010,Hostile - hostile fire - IED attack,1,26.0
Montana,2010,Hostile - hostile fire - small arms fire,1,19.0
Montana,2010,Non-hostile,1,29.0
Montana,2010,TOTAL,3,24.666666666666668
Montana,2012,Hostile - hostile fire - IED attack,1,41.0
Montana,2012,Hostile - hostile fire - small arms fire,1,31.0
Montana,2012,TOTAL,2,36.0
Montana,2019,Non-hostile,1,23.0
Montana,2019,TOTAL,1,23.0
NEBRASKA,1950,ACCIDENT,1,42.0
NEBRASKA,1950,"DECLARED DEAD, MISSING IN ACTION, MIA",3,23.0
NEBRASKA,1950,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",5,
NEBRASKA,1950,KILLED IN ACTION,62,22.764705882352942
NEBRASKA,1950,TOTAL,71,23.714285714285715
NEBRASKA,1951,ACCIDENT,1,
NEBRASKA,1951,"DECLARED DEAD, CAPTURED, POW",9,30.0
NEBRASKA,1951,"DECLARED DEAD, MISSING IN ACTION, MIA",2,22.5
NEBRASKA,1951,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",10,20.5
NEBRASKA,1951,KILLED IN ACTION,107,22.157894736842106
NEBRASKA,1951,TOTAL,129,22.68
NEBRASKA,1952,ACCIDENT,7,26.428571428571427
NEBRASKA,1952,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",6,
NEBRASKA,1952,KILLED IN ACTION,32,20.416666666666668
NEBRASKA,1952,TOTAL,45,22.63157894736842
NEBRASKA,1953,ACCIDENT,2,20.0
NEBRASKA,1953,"DECLARED DEAD, CAPTURED, POW",1,26.0
NEBRASKA,1953,"DECLARED DEAD, MISSING IN ACTION, MIA",29,25.8
NEBRASKA,1953,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,
NEBRASKA,1953,KILLED IN ACTION,19,24.0
NEBRASKA,1953,TOTAL,55,24.8
NEBRASKA,1954,"DECLARED DEAD, CAPTURED, POW",1,
NEBRASKA,1954,"DECLARED DEAD, MISSING IN ACTION, MIA",8,24.166666666666668
NEBRASKA,1954,KILLED IN ACTION,1,26.0
NEBRASKA,1954,TOTAL,10,24.428571428571427
NEBRASKA,1959,"ACCIDENT, SMALL ARMS FIRE",1,37.0
NEBRASKA,1959,TOTAL,1,37.0
NEBRASKA,1961,KILLED IN ACTION,1,25.0
NEBRASKA,1961,TOTAL,1,25.0
NEBRASKA,1962,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",1,28.0
NEBRASKA,1962,"ACCIDENT, OTHER ACCIDENT",1,29.0
NEBRASKA,1962,KILLED IN ACTION,1,29.0
NEBRASKA,1962,TOTAL,3,28.666666666666668
NEBRASKA,1963,"DIED OF WOUNDS, HELICOPTER CRASH -- CREW (MC), WOUNDED IN ACTION (VERY SERIOUS), WIA",1,25.0
NEBRASKA,1963,TOTAL,1,25.0
NEBRASKA,1965,"ACCIDENT, DROWNING",1,23.0
NEBRASKA,1965,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,26.0
NEBRASKA,1965,"ACCIDENT, OTHER ACCIDENT",1,24.0
NEBRASKA,1965,"ACCIDENT, VEHICLE CRASH (MC)",2,20.5
NEBRASKA,1965,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",1,26.0
NEBRASKA,1965,"KILLED IN ACTION, EXPLOSIVE DEVICE",1,24.0
NEBRASKA,1965,"KILLED IN ACTION, GRENADE",4,27.5
NEBRASKA,1965,"KILLED IN ACTION, SMALL ARMS FIRE",2,22.0
NEBRASKA,1965,"PRESUMED DEAD, HELICOPTER CRASH -- CREW (MC), MISSING, MSG",1,25.0
NEBRASKA,1965,TOTAL,14,24.5
NEBRASKA,1966,ACCIDENT,1,37.0
NEBRASKA,1966,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",1,32.0
NEBRASKA,1966,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,28.0
NEBRASKA,1966,"ACCIDENT, DROWNING",1,32.0
NEBRASKA,1966,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,24.0
NEBRASKA,1966,"ACCIDENT, OTHER ACCIDENT",3,28.333333333333332
NEBRASKA,1966,"ACCIDENT, SHIP/SUBMARINE ACCIDENT AT SEA (MC)",1,18.0
NEBRASKA,1966,"ACCIDENT, VEHICLE CRASH (MC)",1,19.0
NEBRASKA,1966,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",2,31.0
NEBRASKA,1966,"DECLARED DEAD, MISSING IN ACTION, MIA",1,34.0
NEBRASKA,1966,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,29.0
NEBRASKA,1966,"ILLNESS, INFECTIOUS DISEASE",1,24.0
NEBRASKA,1966,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",1,24.0
NEBRASKA,1966,"KILLED IN ACTION, EXPLOSIVE DEVICE",6,22.666666666666668
NEBRASKA,1966,"KILLED IN ACTION, GRENADE",5,22.6
NEBRASKA,1966,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",1,29.0
NEBRASKA,1966,"KILLED IN ACTION, SMALL ARMS FIRE",7,25.0
NEBRASKA,1966,TOTAL,35,25.742857142857144
NEBRASKA,1967,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",2,26.5
NEBRASKA,1967,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,23.0
NEBRASKA,1967,"ACCIDENT, DROWNING",2,20.5
NEBRASKA,1967,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,24.0
NEBRASKA,1967,"ACCIDENT, OTHER ACCIDENT",2,19.5
NEBRASKA,1967,"ACCIDENT, VEHICLE CRASH (MC)",3,20.0
NEBRASKA,1967,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,41.0
NEBRASKA,1967,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,25.0
NEBRASKA,1967,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,21.0
NEBRASKA,1967,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,19.0
NEBRASKA,1967,"DIED OF WOUNDS, HELICOPTER CRASH -- CREW (MC), WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
NEBRASKA,1967,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",3,21.333333333333332
NEBRASKA,1967,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,25.0
NEBRASKA,1967,"ILLNESS, HEART RELATED",2,36.0
NEBRASKA,1967,KILLED IN ACTION,4,20.75
NEBRASKA,1967,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",4,20.25
NEBRASKA,1967,"KILLED IN ACTION, EXPLOSIVE DEVICE",3,21.333333333333332
NEBRASKA,1967,"KILLED IN ACTION, GRENADE",9,21.22222222222222
NEBRASKA,1967,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",1,20.0
NEBRASKA,1967,"KILLED IN ACTION, SMALL ARMS FIRE",18,20.22222222222222
NEBRASKA,1967,TOTAL,63,21.857142857142858
NEBRASKA,1968,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",1,38.0
NEBRASKA,1968,"ACCIDENT, DROWNING",1,20.0
NEBRASKA,1968,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",3,23.666666666666668
NEBRASKA,1968,"ACCIDENT, OTHER ACCIDENT",4,20.75
NEBRASKA,1968,"ACCIDENT, VEHICLE CRASH (MC)",3,20.333333333333332
NEBRASKA,1968,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,34.0
NEBRASKA,1968,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",5,21.4
NEBRASKA,1968,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,20.0
NEBRASKA,1968,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,20.0
NEBRASKA,1968,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,19.5
NEBRASKA,1968,HOMICIDE,1,21.0
NEBRASKA,1968,"ILLNESS, HEART RELATED",1,36.0
NEBRASKA,1968,KILLED IN ACTION,3,25.333333333333332
NEBRASKA,1968,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",1,22.0
NEBRASKA,1968,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",12,23.583333333333332
NEBRASKA,1968,"KILLED IN ACTION, BURNS/SMOKE INHALATION",1,20.0
NEBRASKA,1968,"KILLED IN ACTION, EXPLOSIVE DEVICE",11,21.545454545454547
NEBRASKA,1968,"KILLED IN ACTION, GRENADE",15,21.266666666666666
NEBRASKA,1968,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",4,26.25
NEBRASKA,1968,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",1,38.0
NEBRASKA,1968,"KILLED IN ACTION, SMALL ARMS FIRE",33,21.757575757575758
NEBRASKA,1968,TOTAL,105,22.552380952380954
NEBRASKA,1969,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",1,25.0
NEBRASKA,1969,"ACCIDENT, DROWNING",2,20.0
NEBRASKA,1969,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",2,22.0
NEBRASKA,1969,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",1,20.0
NEBRASKA,1969,"ACCIDENT, OTHER ACCIDENT",5,19.8
NEBRASKA,1969,"ACCIDENT, VEHICLE CRASH (MC)",2,26.5
NEBRASKA,1969,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,46.0
NEBRASKA,1969,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,26.0
NEBRASKA,1969,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,20.5
NEBRASKA,1969,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,21.0
NEBRASKA,1969,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,19.0
NEBRASKA,1969,KILLED IN ACTION,5,26.0
NEBRASKA,1969,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",2,33.0
NEBRASKA,1969,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",8,22.375
NEBRASKA,1969,"KILLED IN ACTION, EXPLOSIVE DEVICE",13,20.76923076923077
NEBRASKA,1969,"KILLED IN ACTION, GRENADE",13,22.076923076923077
NEBRASKA,1969,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",2,26.5
NEBRASKA,1969,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",1,21.0
NEBRASKA,1969,"KILLED IN ACTION, SMALL ARMS FIRE",22,21.0
NEBRASKA,1969,TOTAL,89,22.280898876404493
NEBRASKA,1970,ACCIDENT,1,20.0
NEBRASKA,1970,"ACCIDENT, DROWNING",2,22.0
NEBRASKA,1970,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,22.0
NEBRASKA,1970,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",1,37.0
NEBRASKA,1970,"ACCIDENT, OTHER ACCIDENT",6,21.166666666666668
NEBRASKA,1970,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
NEBRASKA,1970,HOMICIDE,1,25.0
NEBRASKA,1970,"ILLNESS, HEART RELATED",1,47.0
NEBRASKA,1970,"ILLNESS, INFECTIOUS DISEASE",1,39.0
NEBRASKA,1970,KILLED IN ACTION,2,22.5
NEBRASKA,1970,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",1,32.0
NEBRASKA,1970,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",1,19.0
NEBRASKA,1970,"KILLED IN ACTION, EXPLOSIVE DEVICE",5,20.6
NEBRASKA,1970,"KILLED IN ACTION, GRENADE",6,19.833333333333332
NEBRASKA,1970,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",3,22.0
NEBRASKA,1970,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",2,25.5
NEBRASKA,1970,"KILLED IN ACTION, SMALL ARMS FIRE",13,20.153846153846153
NEBRASKA,1970,SELF-INFLICTED,1,24.0
NEBRASKA,1970,TOTAL,49,22.510204081632654
NEBRASKA,1971,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,20.0
NEBRASKA,1971,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",1,20.0
NEBRASKA,1971,"ACCIDENT, OTHER ACCIDENT",4,19.5
NEBRASKA,1971,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,24.0
NEBRASKA,1971,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,21.5
NEBRASKA,1971,KILLED IN ACTION,1,25.0
NEBRASKA,1971,"KILLED IN ACTION, EXPLOSIVE DEVICE",3,21.333333333333332
NEBRASKA,1971,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",2,24.0
NEBRASKA,1971,"KILLED IN ACTION, SMALL ARMS FIRE",4,21.0
NEBRASKA,1971,TOTAL,19,21.36842105263158
NEBRASKA,1972,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",1,19.0
NEBRASKA,1972,"DECLARED DEAD, HELICOPTER CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,24.0
NEBRASKA,1972,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,23.0
NEBRASKA,1972,"ILLNESS, HEART RELATED",1,37.0
NEBRASKA,1972,KILLED IN ACTION,3,26.666666666666668
NEBRASKA,1972,"KILLED IN ACTION, EXPLOSIVE DEVICE",1,19.0
NEBRASKA,1972,TOTAL,8,25.25
NEBRASKA,1973,"ACCIDENT, VEHICLE CRASH (MC)",1,20.0
NEBRASKA,1973,TOTAL,1,20.0
NEBRASKA,1988,KILLED IN ACTION,2,54.5
NEBRASKA,1988,TOTAL,2,54.5
NEBRASKA,1989,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",3,50.0
NEBRASKA,1989,TOTAL,3,50.0
NEBRASKA,1994,KILLED IN ACTION,1,55.0
NEBRASKA,1994,TOTAL,1,55.0
NEBRASKA,1999,"DECLARED DEAD, CAPTURED, POW",4,
NEBRASKA,1999,"DECLARED DEAD, MISSING IN ACTION, MIA",4,75.25
NEBRASKA,1999,TOTAL,8,75.25
NEBRASKA,2002,"DECLARED DEAD, MISSING IN ACTION, MIA",1,52.0
NEBRASKA,2002,TOTAL,1,52.0
NEVADA,1950,ACCIDENT,1,
NEVADA,1950,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,36.0
