variable,coef_decade,p_value,n_obs,r_squared
chord_g,-.0001795976360639,.28194818,9,.20623118
chord_c,-.0001741783072551,.84846556,9,.00974546
chord_d,.000399875814716,.14642726,9,.30513796
chord_a,-.0007183690741658,.054064963,9,.53335553
chord_e,-.0003838015596072,.018849472,9,.46906126
chord_f,.0000622306826214,.71003979,9,.031866848
