n_rows,n_unique_artists,n_unique_artist_song_pairs,release_year_min,release_year_max,birth_year_min,birth_year_max,mean_artist_age_at_release,mean_release_upload_gap,mean_complexity,mean_repetition,mean_playability,share_billboard_year_end
44058,1754,43884,1900,2026,1870,2018,42.615299,16.416706,.11052587,.90469772,.88947415,.032457214
