analysis_start_year,n_rows_main,n_unique_artists_main,n_unique_artist_song_pairs_main,birth_year_min_main,birth_year_max_main,mean_artist_age_at_release_main,mean_release_upload_gap_main,mean_complexity_main,mean_repetition_main,mean_playability_main,share_billboard_year_end_main
1946,41023,1702,40853,1870,2018,42.775608,16.176323,.11040956,.90491027,.88959044,.034858495
