artist_id,name_primary,source_role,source_name,evidence_urls
artist_000412,Eddie Bond,primary,Wikidata,https://www.wikidata.org/wiki/Q1282692|https://en.wikipedia.org/wiki/Eddie_Bond|https://musicbrainz.org/artist/707ee220-95a9-4a32-9b34-cfd495f9f344
artist_000412,Eddie Bond,seed,Category:American country singers|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q1282692|https://en.wikipedia.org/wiki/Eddie_Bond|https://musicbrainz.org/artist/707ee220-95a9-4a32-9b34-cfd495f9f344
artist_000413,Eddie Dean,primary,Wikidata,https://www.wikidata.org/wiki/Q1282750|https://en.wikipedia.org/wiki/Eddie_Dean_(singer)|https://musicbrainz.org/artist/ac8757fd-cf78-4cfe-8b48-8881757d6f96
artist_000413,Eddie Dean,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1282750|https://en.wikipedia.org/wiki/Eddie_Dean_(singer)|https://musicbrainz.org/artist/ac8757fd-cf78-4cfe-8b48-8881757d6f96
artist_000414,Eddie Rabbitt,primary,Wikidata,https://www.wikidata.org/wiki/Q1282956|https://en.wikipedia.org/wiki/Eddie_Rabbitt|https://musicbrainz.org/artist/486d04cf-355f-4afb-a694-a895918c45ac
artist_000414,Eddie Rabbitt,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1282956|https://en.wikipedia.org/wiki/Eddie_Rabbitt|https://musicbrainz.org/artist/486d04cf-355f-4afb-a694-a895918c45ac
artist_000415,Emilio Navaira,primary,Wikidata,https://www.wikidata.org/wiki/Q12858184|https://en.wikipedia.org/wiki/Emilio_Navaira|https://musicbrainz.org/artist/8898f2e7-46e2-468d-bf03-abe250adcd5a
artist_000415,Emilio Navaira,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q12858184|https://en.wikipedia.org/wiki/Emilio_Navaira|https://musicbrainz.org/artist/8898f2e7-46e2-468d-bf03-abe250adcd5a
artist_000416,Jean Chapel,primary,Wikidata,https://www.wikidata.org/wiki/Q1286928|https://en.wikipedia.org/wiki/Jean_Chapel|https://musicbrainz.org/artist/1b689256-f25b-4503-8dce-3973c9acf91a
artist_000416,Jean Chapel,seed,Category:American country singer-songwriters|Category:Country musicians from Kentucky,https://www.wikidata.org/wiki/Q1286928|https://en.wikipedia.org/wiki/Jean_Chapel|https://musicbrainz.org/artist/1b689256-f25b-4503-8dce-3973c9acf91a
artist_000417,Wendell Hall,primary,Wikidata,https://www.wikidata.org/wiki/Q1287529|https://en.wikipedia.org/wiki/Wendell_Hall|https://musicbrainz.org/artist/9f069175-f8d3-40b0-831f-1a5f9609abc6
artist_000417,Wendell Hall,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1287529|https://en.wikipedia.org/wiki/Wendell_Hall|https://musicbrainz.org/artist/9f069175-f8d3-40b0-831f-1a5f9609abc6
artist_000418,Uncle Kracker,primary,Wikidata,https://www.wikidata.org/wiki/Q1299129|https://en.wikipedia.org/wiki/Uncle_Kracker|https://musicbrainz.org/artist/1a02e1e4-000e-46fa-83de-f3a36674e4fc
artist_000418,Uncle Kracker,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1299129|https://en.wikipedia.org/wiki/Uncle_Kracker|https://musicbrainz.org/artist/1a02e1e4-000e-46fa-83de-f3a36674e4fc
artist_000419,Geoff Muldaur,primary,Wikidata,https://www.wikidata.org/wiki/Q1299302|https://en.wikipedia.org/wiki/Geoff_Muldaur|https://musicbrainz.org/artist/3f49ffea-060c-419e-bc57-690cf23c2ac7
artist_000419,Geoff Muldaur,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1299302|https://en.wikipedia.org/wiki/Geoff_Muldaur|https://musicbrainz.org/artist/3f49ffea-060c-419e-bc57-690cf23c2ac7
artist_000420,Radney Foster,primary,Wikidata,https://www.wikidata.org/wiki/Q1311939|https://en.wikipedia.org/wiki/Radney_Foster|https://musicbrainz.org/artist/c22de376-80d0-466e-bc06-ec1a00e9aad9
artist_000420,Radney Foster,seed,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1311939|https://en.wikipedia.org/wiki/Radney_Foster|https://musicbrainz.org/artist/c22de376-80d0-466e-bc06-ec1a00e9aad9
artist_000421,Avery Anna,primary,Wikidata,https://www.wikidata.org/wiki/Q131401753|https://en.wikipedia.org/wiki/Avery_Anna|https://musicbrainz.org/artist/0c92f735-169d-49ba-8379-c7ae06b09033
artist_000421,Avery Anna,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q131401753|https://en.wikipedia.org/wiki/Avery_Anna|https://musicbrainz.org/artist/0c92f735-169d-49ba-8379-c7ae06b09033
artist_000422,Flaco Jiménez,primary,Wikidata,https://www.wikidata.org/wiki/Q1316590|https://en.wikipedia.org/wiki/Flaco_Jiménez|https://musicbrainz.org/artist/f3387fe6-63ff-4dcb-95e6-cf14fc13f60b
artist_000422,Flaco Jiménez,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1316590|https://en.wikipedia.org/wiki/Flaco_Jiménez|https://musicbrainz.org/artist/f3387fe6-63ff-4dcb-95e6-cf14fc13f60b
artist_000423,Joan Baez,primary,Wikidata,https://www.wikidata.org/wiki/Q131725|https://en.wikipedia.org/wiki/Joan_Baez|https://musicbrainz.org/artist/92d37892-6186-4459-9cc1-f0dde57652d0
artist_000423,Joan Baez,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q131725|https://en.wikipedia.org/wiki/Joan_Baez|https://musicbrainz.org/artist/92d37892-6186-4459-9cc1-f0dde57652d0
artist_000424,Charles Kelley,primary,Wikidata,https://www.wikidata.org/wiki/Q1321179|https://en.wikipedia.org/wiki/Charles_Kelley|https://musicbrainz.org/artist/a7aa6f5f-d6b9-4d30-b190-d994d363d405
artist_000424,Charles Kelley,seed,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q1321179|https://en.wikipedia.org/wiki/Charles_Kelley|https://musicbrainz.org/artist/a7aa6f5f-d6b9-4d30-b190-d994d363d405
artist_000425,Rhett Akins,primary,Wikidata,https://www.wikidata.org/wiki/Q1329931|https://en.wikipedia.org/wiki/Rhett_Akins|https://musicbrainz.org/artist/ec368f41-e204-4270-96ca-f846d7ae5585
artist_000425,Rhett Akins,seed,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q1329931|https://en.wikipedia.org/wiki/Rhett_Akins|https://musicbrainz.org/artist/ec368f41-e204-4270-96ca-f846d7ae5585
artist_000426,Johnny Rebel,primary,Wikidata,https://www.wikidata.org/wiki/Q1345752|https://en.wikipedia.org/wiki/Johnny_Rebel_(musician)|https://musicbrainz.org/artist/2429da67-f80a-47ab-8bac-aad27316bdfe
artist_000426,Johnny Rebel,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1345752|https://en.wikipedia.org/wiki/Johnny_Rebel_(musician)|https://musicbrainz.org/artist/2429da67-f80a-47ab-8bac-aad27316bdfe
artist_000427,Lester Flatt,primary,Wikidata,https://www.wikidata.org/wiki/Q1346706|https://en.wikipedia.org/wiki/Lester_Flatt|https://musicbrainz.org/artist/a9468a9a-b5ea-43b8-85c7-d86542bd2537
artist_000427,Lester Flatt,seed,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q1346706|https://en.wikipedia.org/wiki/Lester_Flatt|https://musicbrainz.org/artist/a9468a9a-b5ea-43b8-85c7-d86542bd2537
artist_000428,Lefty Frizzell,primary,Wikidata,https://www.wikidata.org/wiki/Q1347215|https://en.wikipedia.org/wiki/Lefty_Frizzell|https://musicbrainz.org/artist/bc1c9fba-bb4a-4f4a-91d2-ecf891376434
artist_000428,Lefty Frizzell,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1347215|https://en.wikipedia.org/wiki/Lefty_Frizzell|https://musicbrainz.org/artist/bc1c9fba-bb4a-4f4a-91d2-ecf891376434
artist_000429,Sheb Wooley,primary,Wikidata,https://www.wikidata.org/wiki/Q1349284|https://en.wikipedia.org/wiki/Sheb_Wooley|https://musicbrainz.org/artist/42b26772-c5a8-4af5-9fbb-d63593a48a29
artist_000429,Sheb Wooley,seed,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,https://www.wikidata.org/wiki/Q1349284|https://en.wikipedia.org/wiki/Sheb_Wooley|https://musicbrainz.org/artist/42b26772-c5a8-4af5-9fbb-d63593a48a29
artist_000430,Jay Farrar,primary,Wikidata,https://www.wikidata.org/wiki/Q1350138|https://en.wikipedia.org/wiki/Jay_Farrar|https://musicbrainz.org/artist/2d50057a-5541-4b1a-990d-92d3698e7ba5
artist_000430,Jay Farrar,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1350138|https://en.wikipedia.org/wiki/Jay_Farrar|https://musicbrainz.org/artist/2d50057a-5541-4b1a-990d-92d3698e7ba5
artist_000431,Danielle Bradbery,primary,Wikidata,https://www.wikidata.org/wiki/Q13515268|https://en.wikipedia.org/wiki/Danielle_Bradbery|https://musicbrainz.org/artist/efe7d853-d381-4887-be9b-dec26ff27705
artist_000431,Danielle Bradbery,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q13515268|https://en.wikipedia.org/wiki/Danielle_Bradbery|https://musicbrainz.org/artist/efe7d853-d381-4887-be9b-dec26ff27705
artist_000432,Vicki Vann,primary,Wikidata,https://www.wikidata.org/wiki/Q13561680|https://en.wikipedia.org/wiki/Vicki_Vann|https://musicbrainz.org/artist/fff98ac0-6875-416f-93ca-8d4a37a056bc
artist_000432,Vicki Vann,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q13561680|https://en.wikipedia.org/wiki/Vicki_Vann|https://musicbrainz.org/artist/fff98ac0-6875-416f-93ca-8d4a37a056bc
artist_000433,Sheila Andrews,primary,Wikidata,https://www.wikidata.org/wiki/Q13561712|https://en.wikipedia.org/wiki/Sheila_Andrews|https://musicbrainz.org/artist/2b95a5a8-2510-4155-963a-7682e4694739
artist_000433,Sheila Andrews,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q13561712|https://en.wikipedia.org/wiki/Sheila_Andrews|https://musicbrainz.org/artist/2b95a5a8-2510-4155-963a-7682e4694739
artist_000434,Kelleigh Bannen,primary,Wikidata,https://www.wikidata.org/wiki/Q13561713|https://en.wikipedia.org/wiki/Kelleigh_Bannen|https://musicbrainz.org/artist/228c9a7e-b0a5-4cb3-a8ce-c1b2300fa143
artist_000434,Kelleigh Bannen,seed,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q13561713|https://en.wikipedia.org/wiki/Kelleigh_Bannen|https://musicbrainz.org/artist/228c9a7e-b0a5-4cb3-a8ce-c1b2300fa143
artist_000435,Linda Davis,primary,Wikidata,https://www.wikidata.org/wiki/Q13561737|https://en.wikipedia.org/wiki/Linda_Davis|https://musicbrainz.org/artist/f6b997e7-3a71-4f39-98cc-3a1eccbf0a99
artist_000435,Linda Davis,seed,Category:American country singer-songwriters|Category:American country singers|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q13561737|https://en.wikipedia.org/wiki/Linda_Davis|https://musicbrainz.org/artist/f6b997e7-3a71-4f39-98cc-3a1eccbf0a99
artist_000436,Judy Rodman,primary,Wikidata,https://www.wikidata.org/wiki/Q13561981|https://en.wikipedia.org/wiki/Judy_Rodman|https://musicbrainz.org/artist/a274c76c-e348-4807-8d6b-071fbb838b09
artist_000436,Judy Rodman,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q13561981|https://en.wikipedia.org/wiki/Judy_Rodman|https://musicbrainz.org/artist/a274c76c-e348-4807-8d6b-071fbb838b09
artist_000437,Mary Sarah,primary,Wikidata,https://www.wikidata.org/wiki/Q13561983|https://en.wikipedia.org/wiki/Mary_Sarah|https://musicbrainz.org/artist/7604cfe5-9790-44de-bdce-cf90ebfd0631
artist_000437,Mary Sarah,seed,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,https://www.wikidata.org/wiki/Q13561983|https://en.wikipedia.org/wiki/Mary_Sarah|https://musicbrainz.org/artist/7604cfe5-9790-44de-bdce-cf90ebfd0631
artist_000438,Ernest Stoneman,primary,Wikidata,https://www.wikidata.org/wiki/Q1356526|https://en.wikipedia.org/wiki/Ernest_Stoneman|https://musicbrainz.org/artist/dbc5d0e0-6df8-4fcc-84c2-a4ce9e56290b
artist_000438,Ernest Stoneman,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1356526|https://en.wikipedia.org/wiki/Ernest_Stoneman|https://musicbrainz.org/artist/dbc5d0e0-6df8-4fcc-84c2-a4ce9e56290b
artist_000439,Ray Sharpe,primary,Wikidata,https://www.wikidata.org/wiki/Q1370605|https://en.wikipedia.org/wiki/Ray_Sharpe|https://musicbrainz.org/artist/c6836fc3-8437-42b3-978f-e2ec9c0d4bb0
artist_000439,Ray Sharpe,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1370605|https://en.wikipedia.org/wiki/Ray_Sharpe|https://musicbrainz.org/artist/c6836fc3-8437-42b3-978f-e2ec9c0d4bb0
artist_000440,Larry Gatlin,primary,Wikidata,https://www.wikidata.org/wiki/Q1371798|https://en.wikipedia.org/wiki/Larry_Gatlin_&_the_Gatlin_Brothers|https://musicbrainz.org/artist/953f4a7b-9129-405c-a675-260dc06e73b6
artist_000440,Larry Gatlin,seed,Category:American country singers,https://www.wikidata.org/wiki/Q1371798|https://en.wikipedia.org/wiki/Larry_Gatlin_&_the_Gatlin_Brothers|https://musicbrainz.org/artist/953f4a7b-9129-405c-a675-260dc06e73b6
artist_000441,Josh Ritter,primary,Wikidata,https://www.wikidata.org/wiki/Q1372074|https://en.wikipedia.org/wiki/Josh_Ritter|https://musicbrainz.org/artist/ac53c83c-c969-477f-9564-769e1ed80519
artist_000441,Josh Ritter,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1372074|https://en.wikipedia.org/wiki/Josh_Ritter|https://musicbrainz.org/artist/ac53c83c-c969-477f-9564-769e1ed80519
artist_000442,Martie Maguire,primary,Wikidata,https://www.wikidata.org/wiki/Q1373347|https://en.wikipedia.org/wiki/Martie_Maguire|https://musicbrainz.org/artist/203c31dc-4004-45ac-97bd-78e07e7f91ee
artist_000442,Martie Maguire,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1373347|https://en.wikipedia.org/wiki/Martie_Maguire|https://musicbrainz.org/artist/203c31dc-4004-45ac-97bd-78e07e7f91ee
artist_000443,Rex Allen,primary,Wikidata,https://www.wikidata.org/wiki/Q1374215|https://en.wikipedia.org/wiki/Rex_Allen|https://musicbrainz.org/artist/4782b84f-201b-4d7a-b142-04a8bf6bdd3b
artist_000443,Rex Allen,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1374215|https://en.wikipedia.org/wiki/Rex_Allen|https://musicbrainz.org/artist/4782b84f-201b-4d7a-b142-04a8bf6bdd3b
artist_000444,Kenny Mehler,primary,Wikidata,https://www.wikidata.org/wiki/Q137782632|https://en.wikipedia.org/wiki/Kenny_Mehler|https://musicbrainz.org/artist/1071f7c2-3bfd-4d29-98fe-d65d45e225bf
artist_000444,Kenny Mehler,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q137782632|https://en.wikipedia.org/wiki/Kenny_Mehler|https://musicbrainz.org/artist/1071f7c2-3bfd-4d29-98fe-d65d45e225bf
artist_000445,Jim Lowe,primary,Wikidata,https://www.wikidata.org/wiki/Q1378364|https://en.wikipedia.org/wiki/Jim_Lowe|https://musicbrainz.org/artist/795a680a-7409-46fb-a4fb-85168a29318c
artist_000445,Jim Lowe,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1378364|https://en.wikipedia.org/wiki/Jim_Lowe|https://musicbrainz.org/artist/795a680a-7409-46fb-a4fb-85168a29318c
artist_000446,Laura Cantrell,primary,Wikidata,https://www.wikidata.org/wiki/Q138296|https://en.wikipedia.org/wiki/Laura_Cantrell|https://musicbrainz.org/artist/01aab0a6-4225-490c-9001-ced92055f79d
artist_000446,Laura Cantrell,seed,Category:American country singer-songwriters|Category:Country musicians from Tennessee,https://www.wikidata.org/wiki/Q138296|https://en.wikipedia.org/wiki/Laura_Cantrell|https://musicbrainz.org/artist/01aab0a6-4225-490c-9001-ced92055f79d
artist_000447,Joe Purdy,primary,Wikidata,https://www.wikidata.org/wiki/Q1383580|https://en.wikipedia.org/wiki/Joe_Purdy|https://musicbrainz.org/artist/86200eea-a1b0-4209-9f58-f05aacd9da0f
artist_000447,Joe Purdy,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1383580|https://en.wikipedia.org/wiki/Joe_Purdy|https://musicbrainz.org/artist/86200eea-a1b0-4209-9f58-f05aacd9da0f
artist_000448,Steve Grand,primary,Wikidata,https://www.wikidata.org/wiki/Q13851321|https://en.wikipedia.org/wiki/Steve_Grand|https://musicbrainz.org/artist/764d3321-258d-44cb-b7f2-d9758c4baac3
artist_000448,Steve Grand,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q13851321|https://en.wikipedia.org/wiki/Steve_Grand|https://musicbrainz.org/artist/764d3321-258d-44cb-b7f2-d9758c4baac3
artist_000449,Johnny Barfield,primary,Wikidata,https://www.wikidata.org/wiki/Q1386971|https://en.wikipedia.org/wiki/Johnny_Barfield|https://musicbrainz.org/artist/207d26db-bfef-4b85-b900-325c368d4c7a
artist_000449,Johnny Barfield,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1386971|https://en.wikipedia.org/wiki/Johnny_Barfield|https://musicbrainz.org/artist/207d26db-bfef-4b85-b900-325c368d4c7a
artist_000450,Grey DeLisle,primary,Wikidata,https://www.wikidata.org/wiki/Q13938|https://en.wikipedia.org/wiki/Grey_DeLisle|https://musicbrainz.org/artist/866d2548-ec0f-4f77-8230-1975b9f737f9
artist_000450,Grey DeLisle,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q13938|https://en.wikipedia.org/wiki/Grey_DeLisle|https://musicbrainz.org/artist/866d2548-ec0f-4f77-8230-1975b9f737f9
artist_000451,Jimmy Lee Fautheree,primary,Wikidata,https://www.wikidata.org/wiki/Q1409100|https://en.wikipedia.org/wiki/Jimmy_Lee_Fautheree|https://musicbrainz.org/artist/566345e3-43c7-4472-97be-aa8aa1c9e9f5
artist_000451,Jimmy Lee Fautheree,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1409100|https://en.wikipedia.org/wiki/Jimmy_Lee_Fautheree|https://musicbrainz.org/artist/566345e3-43c7-4472-97be-aa8aa1c9e9f5
artist_000452,Jessica Harp,primary,Wikidata,https://www.wikidata.org/wiki/Q1411387|https://en.wikipedia.org/wiki/Jessica_Harp|https://musicbrainz.org/artist/220d185c-41e3-4d1a-a2dc-7193c9aa3234
artist_000452,Jessica Harp,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1411387|https://en.wikipedia.org/wiki/Jessica_Harp|https://musicbrainz.org/artist/220d185c-41e3-4d1a-a2dc-7193c9aa3234
artist_000453,Steve Ripley,primary,Wikidata,https://www.wikidata.org/wiki/Q1411849|https://en.wikipedia.org/wiki/Steve_Ripley|https://musicbrainz.org/artist/8c17f52a-a842-4b09-a170-048702434c19
artist_000453,Steve Ripley,seed,Category:American country singers|Category:Country musicians from Oklahoma,https://www.wikidata.org/wiki/Q1411849|https://en.wikipedia.org/wiki/Steve_Ripley|https://musicbrainz.org/artist/8c17f52a-a842-4b09-a170-048702434c19
artist_000454,Al Dexter,primary,Wikidata,https://www.wikidata.org/wiki/Q1423868|https://en.wikipedia.org/wiki/Al_Dexter|https://musicbrainz.org/artist/5b6d8437-b0d8-453f-a841-90562a69532d
artist_000454,Al Dexter,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1423868|https://en.wikipedia.org/wiki/Al_Dexter|https://musicbrainz.org/artist/5b6d8437-b0d8-453f-a841-90562a69532d
artist_000455,Jimmy Murphy,primary,Wikidata,https://www.wikidata.org/wiki/Q1424269|https://en.wikipedia.org/wiki/Jimmy_Murphy_(country_musician)|https://musicbrainz.org/artist/f30335f0-c8db-4e9d-a50a-371ef7567a6e
artist_000455,Jimmy Murphy,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1424269|https://en.wikipedia.org/wiki/Jimmy_Murphy_(country_musician)|https://musicbrainz.org/artist/f30335f0-c8db-4e9d-a50a-371ef7567a6e
artist_000456,Jamie O'Hara,primary,Wikidata,https://www.wikidata.org/wiki/Q1429719|https://en.wikipedia.org/wiki/Jamie_O'Hara_(singer)|https://musicbrainz.org/artist/ec8cc999-fa5f-494f-995e-2e91ed8da8b7
artist_000456,Jamie O'Hara,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1429719|https://en.wikipedia.org/wiki/Jamie_O'Hara_(singer)|https://musicbrainz.org/artist/ec8cc999-fa5f-494f-995e-2e91ed8da8b7
artist_000457,Tate Stevens,primary,Wikidata,https://www.wikidata.org/wiki/Q1441872|https://en.wikipedia.org/wiki/Tate_Stevens|https://musicbrainz.org/artist/7838dbf0-5cde-4a98-a82f-87b69aa894cb
artist_000457,Tate Stevens,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1441872|https://en.wikipedia.org/wiki/Tate_Stevens|https://musicbrainz.org/artist/7838dbf0-5cde-4a98-a82f-87b69aa894cb
artist_000458,Frank Luther,primary,Wikidata,https://www.wikidata.org/wiki/Q1443689|https://en.wikipedia.org/wiki/Frank_Luther|https://musicbrainz.org/artist/95c3627b-04bf-4bdb-b543-c3ee2af29127
artist_000458,Frank Luther,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1443689|https://en.wikipedia.org/wiki/Frank_Luther|https://musicbrainz.org/artist/95c3627b-04bf-4bdb-b543-c3ee2af29127
artist_000459,Frankie Miller,primary,Wikidata,https://www.wikidata.org/wiki/Q1445081|https://en.wikipedia.org/wiki/Frankie_Miller_(country_musician)|https://musicbrainz.org/artist/0e393095-4ca9-4e09-96db-46a90d7dcc35
artist_000459,Frankie Miller,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1445081|https://en.wikipedia.org/wiki/Frankie_Miller_(country_musician)|https://musicbrainz.org/artist/0e393095-4ca9-4e09-96db-46a90d7dcc35
artist_000460,Jimmy Wakely,primary,Wikidata,https://www.wikidata.org/wiki/Q1446475|https://en.wikipedia.org/wiki/Jimmy_Wakely|https://musicbrainz.org/artist/0b8f67b3-b1d8-4d7a-8317-9d2e7e1cb277
artist_000460,Jimmy Wakely,seed,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,https://www.wikidata.org/wiki/Q1446475|https://en.wikipedia.org/wiki/Jimmy_Wakely|https://musicbrainz.org/artist/0b8f67b3-b1d8-4d7a-8317-9d2e7e1cb277
artist_000461,Freddie Hart,primary,Wikidata,https://www.wikidata.org/wiki/Q1452597|https://en.wikipedia.org/wiki/Freddie_Hart|https://musicbrainz.org/artist/653d14e5-58ce-4596-a1d3-364c64564b09
artist_000461,Freddie Hart,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1452597|https://en.wikipedia.org/wiki/Freddie_Hart|https://musicbrainz.org/artist/653d14e5-58ce-4596-a1d3-364c64564b09
artist_000462,Freddy Fender,primary,Wikidata,https://www.wikidata.org/wiki/Q1452648|https://en.wikipedia.org/wiki/Freddy_Fender|https://musicbrainz.org/artist/e2050382-282f-40e5-8f33-01ee4647ad3f
artist_000462,Freddy Fender,seed,Category:American country singer-songwriters|Category:Country musicians from Texas,https://www.wikidata.org/wiki/Q1452648|https://en.wikipedia.org/wiki/Freddy_Fender|https://musicbrainz.org/artist/e2050382-282f-40e5-8f33-01ee4647ad3f
artist_000463,Jerrod Niemann,primary,Wikidata,https://www.wikidata.org/wiki/Q1478249|https://en.wikipedia.org/wiki/Jerrod_Niemann|https://musicbrainz.org/artist/0b88f9de-7c37-4800-9d6a-04ce6c20b76c
artist_000463,Jerrod Niemann,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1478249|https://en.wikipedia.org/wiki/Jerrod_Niemann|https://musicbrainz.org/artist/0b88f9de-7c37-4800-9d6a-04ce6c20b76c
artist_000464,Shawn Mullins,primary,Wikidata,https://www.wikidata.org/wiki/Q1487770|https://en.wikipedia.org/wiki/Shawn_Mullins|https://musicbrainz.org/artist/f20e3539-bf98-4066-85eb-12f254545660
artist_000464,Shawn Mullins,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1487770|https://en.wikipedia.org/wiki/Shawn_Mullins|https://musicbrainz.org/artist/f20e3539-bf98-4066-85eb-12f254545660
artist_000465,Gail Davies,primary,Wikidata,https://www.wikidata.org/wiki/Q1491218|https://en.wikipedia.org/wiki/Gail_Davies|https://musicbrainz.org/artist/82a39760-7501-4093-8679-8c533c3f9261
artist_000465,Gail Davies,seed,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,https://www.wikidata.org/wiki/Q1491218|https://en.wikipedia.org/wiki/Gail_Davies|https://musicbrainz.org/artist/82a39760-7501-4093-8679-8c533c3f9261
artist_000466,Gary Allan,primary,Wikidata,https://www.wikidata.org/wiki/Q1494805|https://en.wikipedia.org/wiki/Gary_Allan|https://musicbrainz.org/artist/d211333a-22eb-4be7-a2ac-ca12c73646db
artist_000466,Gary Allan,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1494805|https://en.wikipedia.org/wiki/Gary_Allan|https://musicbrainz.org/artist/d211333a-22eb-4be7-a2ac-ca12c73646db
artist_000467,Gary Baker,primary,Wikidata,https://www.wikidata.org/wiki/Q1494813|https://en.wikipedia.org/wiki/Gary_Baker_(songwriter)|https://musicbrainz.org/artist/9c06c0be-9535-4880-b767-784951a1d65c
artist_000467,Gary Baker,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q1494813|https://en.wikipedia.org/wiki/Gary_Baker_(songwriter)|https://musicbrainz.org/artist/9c06c0be-9535-4880-b767-784951a1d65c
artist_000468,Gary Stewart,primary,Wikidata,https://www.wikidata.org/wiki/Q1494958|https://en.wikipedia.org/wiki/Gary_Stewart_(singer)|https://musicbrainz.org/artist/cc8337c4-2e82-4392-9b56-1283fb0a6015
artist_000468,Gary Stewart,seed,Category:American country singer-songwriters|Category:Country musicians from Kentucky,https://www.wikidata.org/wiki/Q1494958|https://en.wikipedia.org/wiki/Gary_Stewart_(singer)|https://musicbrainz.org/artist/cc8337c4-2e82-4392-9b56-1283fb0a6015
artist_000469,Hobo Jim,primary,Wikidata,https://www.wikidata.org/wiki/Q15059452|https://en.wikipedia.org/wiki/Hobo_Jim|https://musicbrainz.org/artist/1f3d32b1-8097-4a2e-a94f-2158a6bd6614
artist_000469,Hobo Jim,seed,Category:American country singer-songwriters,https://www.wikidata.org/wiki/Q15059452|https://en.wikipedia.org/wiki/Hobo_Jim|https://musicbrainz.org/artist/1f3d32b1-8097-4a2e-a94f-2158a6bd6614
artist_000470,Frankie Ballard,primary,Wikidata,https://www.wikidata.org/wiki/Q15059504|https://en.wikipedia.org/wiki/Frankie_Ballard|https://musicbrainz.org/artist/639a9766-297d-4053-821b-91abb3e4d275
